type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,41.453894544,-96.655849451,376.6,0.1,85.232,635.18,,,,,
T,41.454124795,-96.659474876,376.9,0.1,85.536,304.00,,,,,
T,41.454446912,-96.664960161,378.1,0.3,85.995,459.72,,,,,
T,41.454521511,-96.666211998,378.1,0.0,86.100,104.92,,,,,
T,41.454663919,-96.668385677,378.1,0.0,86.283,182.31,,,,,
T,41.454898361,-96.672352999,379.1,0.3,86.615,332.51,,,,,
T,41.455205055,-96.677381638,379.5,0.1,87.037,421.54,,,,,
T,41.455466319,-96.681860592,379.6,0.0,87.412,375.36,,,,,
T,41.455758596,-96.686787391,379.9,0.1,87.825,412.93,,,,,
T,41.455929168,-96.689481000,380.8,0.4,88.051,225.85,,,,,
T,41.456316411,-96.692882879,381.0,0.1,88.338,287.47,,,,,
T,41.457067514,-96.694304952,380.8,-0.1,88.483,145.18,,,,,
T,41.458601905,-96.696480559,381.1,0.1,88.733,249.16,,,,,
T,41.458959561,-96.697683865,381.1,0.0,88.841,108.10,,,,,
T,41.459033405,-96.699900711,381.1,0.0,89.026,185.40,,,,,
T,41.459051259,-96.702837981,381.1,0.0,89.272,245.41,,,,,
T,41.459055282,-96.703448352,381.1,0.0,89.323,51.00,,,,,
T,41.459085038,-96.707838709,381.6,0.1,89.689,366.82,,,,,
T,41.459096856,-96.712078024,382.3,0.2,90.044,354.19,,,,,
T,41.459110268,-96.713139927,382.7,0.4,90.132,88.73,,,,,
T,41.459158966,-96.717120074,382.7,0.0,90.465,332.58,,,,,
T,41.459189979,-96.719401292,382.7,0.0,90.656,190.62,,,,,
T,41.459247982,-96.724973414,383.3,0.1,91.121,465.59,,,,,
T,41.459294502,-96.729104100,383.8,0.2,91.466,345.15,,,,,
T,41.459346889,-96.733383816,384.2,0.1,91.824,357.61,,,,,
T,41.459418386,-96.738909585,384.2,0.0,92.286,461.74,,,,,
T,41.459465576,-96.743825152,384.2,0.0,92.696,410.72,,,,,
T,41.459540092,-96.747617964,384.2,0.0,93.013,316.99,,,,,
T,41.459634220,-96.751149511,385.5,0.4,93.309,295.24,,,,,
T,41.459935801,-96.756127942,385.7,0.0,93.726,417.28,,,,,
T,41.460171752,-96.760088978,386.3,0.2,94.058,331.97,,,,,
T,41.460434943,-96.764300130,386.3,0.0,94.411,353.04,,,,,
T,41.460715737,-96.768771289,387.2,0.2,94.786,374.85,,,,,
T,41.460879017,-96.771321231,387.2,0.0,94.999,213.81,,,,,
T,41.461253017,-96.773243789,387.2,0.0,95.165,165.91,,,,,
T,41.461788621,-96.774798380,387.2,0.0,95.308,142.85,,,,,
T,41.461865818,-96.776454225,387.4,0.2,95.447,138.60,,,,,
T,41.461817958,-96.779420245,387.9,0.2,95.695,247.85,,,,,
T,41.461753333,-96.783314226,388.8,0.3,96.020,325.40,,,,,
T,41.461708993,-96.785702230,388.8,0.0,96.220,199.57,,,,,
T,41.461612014,-96.789116347,388.8,0.0,96.505,285.44,,,,,
T,41.461632550,-96.791886147,388.8,0.0,96.737,231.42,,,,,
T,41.461680494,-96.792487213,388.8,0.0,96.787,50.50,,,,,
T,41.461749310,-96.793152820,388.8,0.0,96.843,56.13,,,,,
T,41.461791890,-96.793503184,388.8,0.0,96.873,29.65,,,,,
T,41.462239064,-96.797199519,388.8,0.0,97.186,312.78,,,,,
T,41.462974073,-96.803817032,389.9,0.2,97.744,558.85,,,,,
T,41.463560388,-96.810357850,390.3,0.1,98.295,550.31,,,,,
T,41.463117069,-96.817587828,391.2,0.1,98.901,606.02,,,,,
T,41.462334869,-96.820017239,391.5,0.1,99.122,220.77,,,,,
T,41.462039826,-96.822286136,391.8,0.1,99.314,192.37,,,,,
T,41.462179385,-96.828558901,391.8,0.0,99.838,524.29,,,,,
T,41.462327912,-96.835773708,391.8,0.0,100.441,602.98,,,,,
T,41.462631756,-96.841499051,393.0,0.3,100.921,479.51,,,,,
T,41.463367939,-96.843502745,393.3,0.2,101.107,186.30,,,,,
T,41.464344263,-96.844929345,393.3,0.0,101.268,161.13,,,,,
T,41.464914568,-96.845573410,393.3,0.0,101.351,83.11,,,,,
T,41.466060206,-96.847599233,393.3,0.0,101.563,211.73,,,,,
T,41.466558343,-96.849735947,393.3,0.0,101.750,186.88,,,,,
T,41.466603354,-96.852297289,394.0,0.3,101.964,214.03,,,,,
T,41.466580722,-96.857343698,392.3,-0.4,102.385,421.58,,,,,
T,41.466556583,-96.859992966,394.9,1.2,102.607,221.33,,,,,
T,41.466529341,-96.861129385,394.9,0.0,102.702,94.98,,,,,
T,41.466528922,-96.861523585,394.9,0.0,102.735,32.93,,,,,
T,41.466566641,-96.864915574,394.9,0.0,103.018,283.39,,,,,
T,41.466571083,-96.868532449,395.5,0.2,103.320,302.15,,,,,
T,41.466576364,-96.875186507,395.5,0.0,103.876,555.87,,,,,
T,41.466581142,-96.883292561,396.4,0.1,104.553,677.17,,,,,
T,41.466634870,-96.893855939,397.9,0.2,105.436,882.47,,,,,
T,41.466681976,-96.903060274,398.2,0.0,106.205,768.94,,,,,
T,41.466684490,-96.903400915,398.3,0.2,106.233,28.46,,,,,
T,41.466762694,-96.912256144,399.4,0.2,106.973,739.81,,,,,
T,41.466839891,-96.920775510,399.4,0.0,107.685,711.75,,,,,
T,41.466891440,-96.926227016,401.0,0.4,108.140,455.45,,,,,
T,41.466905521,-96.934740851,401.1,0.0,108.851,711.24,,,,,
T,41.466913065,-96.938149603,402.5,0.5,109.136,284.76,,,,,
T,41.466916250,-96.938831387,402.5,0.0,109.193,56.96,,,,,
T,41.466946593,-96.948039830,402.5,0.0,109.962,769.27,,,,,
T,41.466986993,-96.955869868,402.5,0.0,110.617,654.13,,,,,
T,41.466995124,-96.957232514,403.0,0.4,110.730,113.84,,,,,
T,41.467009876,-96.961664194,404.0,0.3,111.101,370.22,,,,,
T,41.467023035,-96.964391749,404.3,0.1,111.328,227.86,,,,,
T,41.467032591,-96.966094449,404.6,0.2,111.471,142.24,,,,,
T,41.467045248,-96.968138963,405.1,0.3,111.641,170.80,,,,,
T,41.467068885,-96.975969840,405.5,0.1,112.296,654.18,,,,,
T,41.467115320,-96.986531206,407.1,0.2,113.178,882.29,,,,,
T,41.467174916,-96.996756792,407.4,0.0,114.032,854.25,,,,,
T,41.467149183,-97.006292716,408.6,0.2,114.829,796.62,,,,,
T,41.467112135,-97.011064114,408.6,0.0,115.227,398.62,,,,,
T,41.467167959,-97.018212369,409.7,0.2,115.825,597.19,,,,,
T,41.467186483,-97.024136698,411.2,0.3,116.320,494.91,,,,,
T,41.467178604,-97.032694956,411.6,0.1,117.034,714.94,,,,,
T,41.466875598,-97.037682021,409.1,-0.6,117.452,417.97,,,,,
T,41.466642832,-97.040523654,411.6,1.0,117.691,238.79,,,,,
T,41.466578375,-97.045511054,411.3,-0.1,118.108,416.70,,,,,
T,41.466629589,-97.055130126,411.6,0.0,118.912,803.59,,,,,
T,41.466667391,-97.063330226,411.6,0.0,119.597,685.04,,,,,
T,41.466704691,-97.073324472,413.7,0.3,120.431,834.92,,,,,
T,41.466646185,-97.081531025,414.5,0.1,121.117,685.60,,,,,
T,41.466141008,-97.083556261,414.5,-0.0,121.295,178.25,,,,,
T,41.465187063,-97.085276982,414.7,0.1,121.474,178.57,,,,,
T,41.463894155,-97.086539548,414.7,0.0,121.652,178.17,,,,,
T,41.458132519,-97.091156133,415.5,0.1,122.399,747.15,,,,,
T,41.457902519,-97.091341708,415.6,0.3,122.429,29.88,,,,,
T,41.455248306,-97.093746811,415.3,-0.1,122.786,356.76,,,,,
T,41.454338115,-97.095500641,415.6,0.2,122.964,178.02,,,,,
T,41.453900412,-97.097561080,415.6,0.0,123.143,178.89,,,,,
T,41.453480143,-97.103636702,416.2,0.1,123.653,509.79,,,,,
T,41.453204211,-97.107553817,416.7,0.2,123.981,328.73,,,,,
T,41.452700794,-97.115748217,417.7,0.1,124.668,686.97,,,,,
T,41.452730633,-97.122168085,417.8,0.0,125.205,536.43,,,,,
T,41.452727867,-97.129659494,418.7,0.1,125.831,625.96,,,,,
T,41.452764748,-97.138694348,419.1,0.1,126.586,754.93,,,,,
T,41.452848986,-97.148103956,420.8,0.2,127.372,786.29,,,,,
T,41.452900451,-97.157156328,422.1,0.2,128.128,756.41,,,,,
T,41.452913778,-97.159391614,422.8,0.4,128.315,186.78,,,,,
T,41.452919897,-97.160985265,423.2,0.3,128.448,133.16,,,,,
T,41.452923752,-97.161801495,423.2,0.0,128.516,68.20,,,,,
T,41.452925093,-97.162207514,423.2,0.0,128.550,33.93,,,,,
T,41.452926770,-97.162607247,423.2,0.0,128.584,33.40,,,,,
T,41.452928362,-97.162999101,423.3,0.3,128.617,32.74,,,,,
T,41.452946467,-97.167896563,423.8,0.1,129.026,409.22,,,,,
T,41.452949317,-97.170197815,424.2,0.2,129.218,192.28,,,,,
T,41.452987120,-97.177088745,426.7,0.4,129.794,575.80,,,,,
T,41.452999106,-97.185044428,427.5,0.1,130.459,664.75,,,,,
T,41.453007152,-97.196261678,429.9,0.3,131.396,937.27,,,,,
T,41.453005560,-97.206027685,431.5,0.2,132.212,816.01,,,,,
T,41.452482026,-97.208414096,431.9,0.2,132.420,207.71,,,,,
T,41.451917421,-97.209620252,431.9,0.0,132.538,118.70,,,,,
T,41.450558547,-97.211336028,432.0,0.0,132.746,208.16,,,,,
T,41.450124616,-97.211760152,431.8,-0.3,132.806,59.82,,,,,
T,41.445138389,-97.216640096,431.0,-0.1,133.494,687.72,,,,,
T,41.442544945,-97.219184674,426.9,-1.1,133.852,358.03,,,,,
T,41.440571845,-97.221583659,426.9,0.0,134.149,297.01,,,,,
T,41.439804146,-97.223044038,426.9,0.0,134.298,148.88,,,,,
T,41.439208528,-97.224641712,427.2,0.2,134.447,149.01,,,,,
T,41.438651048,-97.227395671,427.0,-0.1,134.685,238.34,,,,,
T,41.438567564,-97.230248870,427.3,0.1,134.924,238.64,,,,,
T,41.438638978,-97.239897363,429.8,0.3,135.730,806.41,,,,,
T,41.438678540,-97.248458639,429.9,0.0,136.446,715.52,,,,,
T,41.438695472,-97.252738941,430.7,0.2,136.804,357.73,,,,,
T,41.438780632,-97.260947758,431.5,0.1,137.490,686.12,,,,,
T,41.438741991,-97.267919490,432.4,0.2,138.072,582.68,,,,,
T,41.438633865,-97.271123389,432.8,0.2,138.340,268.03,,,,,
T,41.438617855,-97.277854225,433.0,0.0,138.903,562.53,,,,,
T,41.438595224,-97.285182774,433.3,0.1,139.515,612.49,,,,,
T,41.438577790,-97.289297869,434.1,0.2,139.859,343.92,,,,,
T,41.438573012,-97.289500376,434.1,0.1,139.876,16.93,,,,,
T,41.438536299,-97.290539481,434.2,0.1,139.963,86.94,,,,,
T,41.438536299,-97.290864028,434.2,0.0,139.990,27.12,,,,,
T,41.438538060,-97.291322518,434.2,0.0,140.029,38.32,,,,,
T,41.438540239,-97.292630766,434.5,0.3,140.138,109.34,,,,,
T,41.438533701,-97.295025811,434.9,0.2,140.338,200.17,,,,,
T,41.438559936,-97.298711250,436.0,0.3,140.646,308.02,,,,,
T,41.438539233,-97.306362921,436.0,0.0,141.286,639.49,,,,,
T,41.438532947,-97.312305188,436.3,0.1,141.782,496.63,,,,,
T,41.438524816,-97.314651031,436.7,0.2,141.978,196.06,,,,,
T,41.438521882,-97.315129805,436.7,0.0,142.018,40.01,,,,,
T,41.438516267,-97.315085046,436.7,0.0,142.022,3.79,,,,,
T,41.438519284,-97.315174649,436.7,0.0,142.030,7.50,,,,,
T,41.438524816,-97.316156588,436.7,0.0,142.112,82.07,,,,,
T,41.438541496,-97.318413919,436.2,-0.2,142.300,188.67,,,,,
T,41.438536132,-97.321722340,436.0,-0.1,142.577,276.50,,,,,
T,41.438500173,-97.324970411,436.0,0.0,142.848,271.49,,,,,
T,41.438491875,-97.325635096,436.0,0.0,142.904,55.56,,,,,
T,41.438485337,-97.326226691,436.0,0.0,142.953,49.45,,,,,
T,41.438452648,-97.329684980,436.7,0.2,143.242,289.05,,,,,
T,41.438457929,-97.331331605,436.7,0.0,143.380,137.62,,,,,
T,41.438486511,-97.337916596,437.6,0.2,143.930,550.35,,,,,
T,41.438516853,-97.343157129,439.1,0.3,144.368,437.99,,,,,
T,41.438526074,-97.344899978,439.1,0.0,144.514,145.66,,,,,
T,41.438532695,-97.345859790,439.3,0.3,144.594,80.22,,,,,
T,41.438528337,-97.349194698,439.7,0.1,144.873,278.72,,,,,
T,41.438574688,-97.353678346,440.2,0.1,145.248,374.76,,,,,
T,41.438610815,-97.356671523,440.6,0.2,145.498,250.19,,,,,
T,41.438687425,-97.362477332,440.9,0.1,145.983,485.29,,,,,
T,41.438733358,-97.368039060,441.5,0.1,146.448,464.85,,,,,
T,41.438537892,-97.368428819,441.5,0.0,146.487,39.15,,,,,
T,41.438364387,-97.368431836,441.5,0.0,146.507,19.27,,,,,
T,41.437025629,-97.368354723,441.4,-0.0,146.655,148.83,,,,,
T,41.436584741,-97.368346928,441.2,-0.5,146.704,48.97,,,,,
T,41.436230019,-97.368503082,441.3,0.3,146.746,41.50,,,,,
T,41.436218787,-97.368511800,441.3,0.7,146.747,1.44,,,,,
T,41.436227504,-97.368517164,441.3,-0.4,146.748,1.07,,,,,
T,41.436160700,-97.368430998,441.4,0.6,146.759,10.34,,,,,
T,41.436147122,-97.368365787,441.4,0.9,146.764,5.65,,,,,
T,41.436021393,-97.368314490,441.5,0.3,146.779,14.61,,,,,
T,41.435198877,-97.368324464,441.5,0.0,146.870,91.35,,,,,
T,41.433473127,-97.368311305,441.5,0.0,147.062,191.67,,,,,
T,41.430359837,-97.368275262,440.9,-0.2,147.408,345.78,,,,,
T,41.428534593,-97.368231677,440.6,-0.1,147.610,202.75,,,,,
T,41.428120611,-97.368228994,440.6,-0.1,147.656,45.98,,,,,
T,41.426976398,-97.368221031,440.2,-0.3,147.784,127.08,,,,,
T,41.425951542,-97.368217427,439.7,-0.4,147.897,113.82,,,,,
T,41.425646357,-97.368216841,439.7,0.0,147.931,33.89,,,,,
T,41.425491292,-97.368219858,439.7,0.0,147.948,17.22,,,,,
T,41.424871618,-97.368239975,439.7,0.0,148.017,68.84,,,,,
T,41.424718900,-97.368242070,439.7,0.0,148.034,16.96,,,,,
T,41.422426282,-97.368238298,439.4,-0.1,148.289,254.62,,,,,
T,41.418871768,-97.368177697,440.2,0.2,148.684,394.80,,,,,
T,41.416748297,-97.368162610,437.9,-1.0,148.920,235.84,,,,,
T,41.413793340,-97.368193874,441.0,0.9,149.248,328.19,,,,,
T,41.411129571,-97.368204938,439.1,-0.6,149.544,295.84,,,,,
T,41.410384001,-97.368335277,439.1,0.0,149.627,83.52,,,,,
T,41.409968510,-97.368682874,439.1,0.0,149.682,54.53,,,,,
T,41.409768518,-97.369544283,439.1,0.0,149.757,75.37,,,,,
T,41.409770614,-97.370933331,439.1,0.0,149.873,116.14,,,,,
T,41.409789221,-97.374596139,439.1,0.0,150.179,306.26,,,,,
T,41.409847224,-97.381077614,439.4,0.1,150.721,541.97,,,,,
T,41.409886284,-97.386945952,441.5,0.4,151.212,490.68,,,,,
T,41.409881506,-97.396381879,441.5,0.0,152.001,788.96,,,,,
T,41.409792574,-97.406455251,442.1,0.1,152.843,842.31,,,,,
T,41.409768183,-97.408727082,442.1,0.0,153.033,189.97,,,,,
T,41.409693416,-97.416207679,443.0,0.1,153.659,625.52,,,,,
T,41.409673886,-97.418805733,443.7,0.3,153.876,217.24,,,,,
T,41.409629462,-97.427905714,445.2,0.2,154.637,760.88,,,,,
T,41.409660475,-97.433517901,445.8,0.1,155.106,469.26,,,,,
T,41.409661314,-97.433847142,445.8,0.0,155.134,27.53,,,,,
T,41.409578333,-97.442091415,447.9,0.3,155.823,689.38,,,,,
T,41.409036107,-97.444622414,448.2,0.1,156.043,220.02,,,,,
T,41.407870939,-97.447542502,448.2,0.0,156.319,276.33,,,,,
T,41.404433353,-97.455579070,449.8,0.2,157.092,772.87,,,,,
T,41.401484516,-97.462476874,450.4,0.1,157.756,663.29,,,,,
T,41.398295872,-97.469951939,451.0,0.1,158.474,718.44,,,,,
T,41.397927152,-97.470812425,451.1,0.1,158.557,82.80,,,,,
T,41.394993486,-97.477712575,453.7,0.4,159.220,662.68,,,,,
T,41.393275615,-97.481736811,454.1,0.1,159.606,386.87,,,,,
T,41.392537672,-97.483457113,454.6,0.3,159.772,165.58,,,,,
T,41.390137766,-97.489084471,454.3,-0.0,160.313,540.88,,,,,
T,41.389448606,-97.490693461,454.3,0.0,160.468,154.82,,,,,
T,41.389279123,-97.491085818,454.3,0.0,160.506,37.83,,,,,
T,41.387278363,-97.495495621,454.3,0.0,160.936,430.60,,,,,
T,41.386249401,-97.497790754,454.4,0.0,161.160,223.41,,,,,
T,41.385207949,-97.500755433,454.3,-0.0,161.433,273.62,,,,,
T,41.383665344,-97.504394772,454.3,0.0,161.782,349.31,,,,,
T,41.380956145,-97.510749511,455.9,0.3,162.393,610.81,,,,,
T,41.378265805,-97.517055552,457.0,0.2,163.000,606.25,,,,,
T,41.375320237,-97.523951763,457.3,0.0,163.663,663.20,,,,,
T,41.371399350,-97.533143610,457.4,0.0,164.546,883.71,,,,,
T,41.367724054,-97.541761128,457.5,0.0,165.375,828.50,,,,,
T,41.364043895,-97.550372193,457.7,0.0,166.203,828.33,,,,,
T,41.361398818,-97.556570359,458.3,0.1,166.799,596.04,,,,,
T,41.360090906,-97.559623886,460.1,0.6,167.093,293.91,,,,,
T,41.359141236,-97.561846599,460.4,0.1,167.307,213.81,,,,,
T,41.355569791,-97.570179049,460.4,0.0,168.109,802.18,,,,,
T,41.352655571,-97.576881805,461.6,0.2,168.757,647.59,,,,,
T,41.351190498,-97.580303969,463.5,0.6,169.086,329.38,,,,,
T,41.350082746,-97.582887271,463.5,0.0,169.335,248.75,,,,,
T,41.349472795,-97.584320409,463.5,0.0,169.473,137.75,,,,,
T,41.346291862,-97.591792792,463.5,0.0,170.191,718.26,,,,,
T,41.344860150,-97.595262146,463.7,0.1,170.522,331.05,,,,,
T,41.341636637,-97.603075588,463.9,0.0,171.268,745.54,,,,,
T,41.341157108,-97.604232542,463.8,-0.1,171.378,110.52,,,,,
T,41.337970560,-97.611694029,464.9,0.2,172.096,717.84,,,,,
T,41.335026836,-97.618577750,466.5,0.2,172.758,662.49,,,,,
T,41.332084537,-97.625464238,467.4,0.1,173.421,662.64,,,,,
T,41.330728512,-97.628619103,467.9,0.1,173.725,304.02,,,,,
T,41.327908924,-97.635221779,469.0,0.2,174.360,635.28,,,,,
T,41.324835196,-97.642382439,469.6,0.1,175.050,689.86,,,,,
T,41.322140582,-97.648697784,470.8,0.2,175.658,607.55,,,,,
T,41.318854624,-97.656082995,471.1,0.0,176.376,718.00,,,,,
T,41.317820298,-97.658089539,471.1,0.0,176.579,203.52,,,,,
T,41.316944892,-97.660077056,471.1,0.0,176.772,192.73,,,,,
T,41.316631492,-97.660918096,471.1,0.0,176.851,78.55,,,,,
T,41.315051671,-97.664845772,472.4,0.4,177.223,372.75,,,,,
T,41.313910894,-97.667488754,472.5,0.0,177.478,255.01,,,,,
T,41.312747318,-97.670209687,472.6,0.0,177.740,261.94,,,,,
T,41.312218588,-97.671458591,472.4,-0.1,177.860,119.94,,,,,
T,41.310743121,-97.674867175,474.5,0.6,178.189,329.12,,,,,
T,41.308752336,-97.679060055,474.2,-0.1,178.604,414.93,,,,,
T,41.304912167,-97.685550917,474.2,0.0,179.295,690.91,,,,,
T,41.299998611,-97.693860987,475.7,0.2,180.180,884.39,,,,,
T,41.299536349,-97.694638912,475.7,0.0,180.262,82.95,,,,,
T,41.295857113,-97.700866247,476.0,0.0,180.925,662.57,,,,,
T,41.290941294,-97.709165672,477.2,0.1,181.809,883.92,,,,,
T,41.289252006,-97.712023901,477.6,0.1,182.113,304.17,,,,,
T,41.284949323,-97.719287071,478.7,0.1,182.887,773.65,,,,,
T,41.280496437,-97.726807315,480.3,0.2,183.688,800.92,,,,,
T,41.280343300,-97.727067238,480.3,0.1,183.715,27.63,,,,,
T,41.276342282,-97.733808299,480.3,0.0,184.434,718.62,,,,,
T,41.271732068,-97.741581509,481.8,0.2,185.262,828.45,,,,,
T,41.267267782,-97.749094879,483.3,0.2,186.064,801.35,,,,,
T,41.263116812,-97.756088991,484.4,0.1,186.809,745.67,,,,,
T,41.260347432,-97.760758465,484.8,0.1,187.307,497.71,,,,,
T,41.258964418,-97.763090730,484.8,0.0,187.556,248.58,,,,,
T,41.254659053,-97.770331856,485.4,0.1,188.328,772.60,,,,,
T,41.250721654,-97.776952637,486.4,0.1,189.035,706.50,,,,,
T,41.247599898,-97.782216892,487.1,0.1,189.596,561.15,,,,,
T,41.243469715,-97.789159287,488.1,0.1,190.337,740.97,,,,,
T,41.238550292,-97.797445385,489.0,0.1,191.221,883.73,,,,,
T,41.235312028,-97.802892113,489.3,0.1,191.802,581.24,,,,,
T,41.230694186,-97.810652917,491.5,0.3,192.630,828.47,,,,,
T,41.226381362,-97.817898737,491.6,0.0,193.404,773.62,,,,,
T,41.222836990,-97.823400870,492.1,0.1,194.010,606.46,,,,,
T,41.220892891,-97.826387091,492.5,0.1,194.341,330.63,,,,,
T,41.219327236,-97.829283038,493.3,0.3,194.640,298.67,,,,,
T,41.218055198,-97.831420004,493.3,0.0,194.868,228.19,,,,,
T,41.216777293,-97.833562670,493.6,0.1,195.097,228.97,,,,,
T,41.214476880,-97.837494453,494.4,0.2,195.514,417.12,,,,,
T,41.212784825,-97.840420157,494.3,-0.0,195.823,309.05,,,,,
T,41.211697524,-97.842540192,494.8,0.2,196.038,214.93,,,,,
T,41.209549326,-97.846177770,495.5,0.2,196.425,387.28,,,,,
T,41.205833461,-97.852381384,496.4,0.1,197.089,664.09,,,,,
T,41.203373875,-97.856529756,497.1,0.2,197.532,442.36,,,,,
T,41.202449352,-97.858081497,497.5,0.3,197.697,165.78,,,,,
T,41.199519290,-97.862999914,498.2,0.1,198.223,525.44,,,,,
T,41.195352813,-97.869974077,499.1,0.1,198.969,745.89,,,,,
T,41.191342827,-97.876689155,500.4,0.2,199.687,718.09,,,,,
T,41.187794935,-97.882632259,500.7,0.0,200.322,635.49,,,,,
T,41.183925597,-97.889132425,502.1,0.2,201.017,694.31,,,,,
T,41.180322804,-97.895166725,503.2,0.2,201.662,645.31,,,,,
T,41.176719842,-97.901204461,503.9,0.1,202.308,645.57,,,,,
T,41.173272282,-97.906969283,505.0,0.2,202.925,616.93,,,,,
T,41.169906193,-97.912482731,505.2,0.0,203.519,594.82,,,,,
T,41.166963391,-97.916749036,505.3,0.0,204.004,484.76,,,,,
T,41.165113002,-97.920402791,506.3,0.3,204.373,369.13,,,,,
T,41.162816696,-97.924473546,506.5,0.0,204.800,426.33,,,,,
T,41.159165790,-97.930596527,507.4,0.1,205.454,654.59,,,,,
T,41.155341044,-97.936983788,508.1,0.1,206.138,683.99,,,,,
T,41.152950274,-97.940985644,509.0,0.2,206.566,428.17,,,,,
T,41.150402762,-97.945241723,509.4,0.1,207.022,455.72,,,,,
T,41.147881988,-97.949430998,509.9,0.1,207.472,449.49,,,,,
T,41.145257279,-97.953821104,510.2,0.1,207.941,469.88,,,,,
T,41.142178858,-97.958972203,510.7,0.1,208.493,551.26,,,,,
T,41.139545012,-97.963361386,511.3,0.1,208.963,470.48,,,,,
T,41.138315052,-97.965429872,511.7,0.2,209.184,220.95,,,,,
T,41.134796077,-97.971361075,513.0,0.2,209.817,633.03,,,,,
T,41.130969655,-97.977789827,514.0,0.2,210.504,686.99,,,,,
T,41.128958752,-97.980642607,514.0,0.0,210.832,327.50,,,,,
T,41.127214814,-97.981935013,514.6,0.3,211.054,222.01,,,,,
T,41.125276666,-97.982589053,514.6,-0.0,211.276,222.14,,,,,
T,41.122761173,-97.982685780,515.1,0.2,211.555,279.48,,,,,
T,41.120630577,-97.982967999,515.6,0.2,211.793,237.80,,,,,
T,41.119255945,-97.983666044,516.2,0.3,211.957,163.53,,,,,
T,41.117841499,-97.985061547,515.7,-0.2,212.153,195.99,,,,,
T,41.116776662,-97.986911600,515.3,-0.2,212.348,195.26,,,,,
T,41.116180373,-97.988894172,515.7,0.2,212.527,179.20,,,,,
T,41.115984740,-97.991162818,516.1,0.2,212.719,191.77,,,,,
T,41.116042323,-97.994478615,516.4,0.1,212.997,278.56,,,,,
T,41.116116084,-97.997323349,517.0,0.3,213.236,239.06,,,,,
T,41.116159921,-97.998873079,517.2,0.2,213.367,130.25,,,,,
T,41.116217337,-98.000651971,517.8,0.4,213.516,149.54,,,,,
T,41.116225971,-98.000916336,517.9,0.4,213.538,22.22,,,,,
T,41.116222870,-98.000904685,517.9,-0.5,213.539,1.04,,,,,
T,41.116223708,-98.000944667,517.9,0.4,213.543,3.36,,,,,
T,41.116229156,-98.001357391,517.9,-0.1,213.578,34.67,,,,,
T,41.116069816,-98.001743378,518.0,0.5,213.614,36.93,,,,,
T,41.115241265,-98.002718026,518.1,0.1,213.738,123.16,,,,,
T,41.114549758,-98.003854780,518.0,-0.1,213.860,122.53,,,,,
T,41.113684913,-98.005273584,518.0,-0.0,214.013,153.05,,,,,
T,41.113360533,-98.005822096,518.0,-0.1,214.072,58.48,,,,,
T,41.112414803,-98.007385992,517.9,-0.0,214.240,168.18,,,,,
T,41.111057186,-98.010050012,517.9,0.0,214.510,269.81,,,,,
T,41.109884810,-98.012889549,518.6,0.3,214.781,271.73,,,,,
T,41.109311571,-98.013864532,518.7,0.0,214.885,103.73,,,,,
T,41.108683934,-98.014918556,519.0,0.3,214.998,112.68,,,,,
T,41.108554602,-98.015129697,519.1,0.4,215.021,22.82,,,,,
T,41.108555105,-98.015122740,519.1,-0.9,215.021,0.59,,,,,
T,41.108510597,-98.015191220,519.0,-0.7,215.029,7.58,,,,,
T,41.108086640,-98.015892031,518.9,-0.2,215.104,75.38,,,,,
T,41.108001145,-98.016037121,518.9,0.2,215.120,15.45,,,,,
T,41.107147699,-98.017463135,519.2,0.2,215.272,152.75,,,,,
T,41.106296349,-98.018872049,519.4,0.1,215.424,151.48,,,,,
T,41.103773061,-98.023090409,520.8,0.3,215.876,451.76,,,,,
T,41.101773642,-98.026425568,520.4,-0.1,216.233,357.49,,,,,
T,41.097126631,-98.034170195,522.8,0.3,217.064,830.44,,,,,
T,41.092473501,-98.041900825,523.1,0.0,217.894,829.98,,,,,
T,41.087753065,-98.049756009,523.8,0.1,218.736,842.86,,,,,
T,41.084606918,-98.054980533,524.2,0.1,219.297,561.06,,,,,
T,41.081038490,-98.060908131,525.4,0.2,219.934,636.51,,,,,
T,41.079178797,-98.063992755,525.2,-0.1,220.265,331.43,,,,,
T,41.074221739,-98.072216492,526.3,0.1,221.149,883.56,,,,,
T,41.070034728,-98.079155870,527.6,0.2,221.895,745.89,,,,,
T,41.065535238,-98.086620960,528.4,0.1,222.697,802.10,,,,,
T,41.060886802,-98.094321415,529.7,0.2,223.525,827.91,,,,,
T,41.056230823,-98.102030922,530.7,0.1,224.354,829.07,,,,,
T,41.051579788,-98.109741937,531.4,0.1,225.183,828.86,,,,,
T,41.046460289,-98.118215036,533.2,0.2,226.094,911.43,,,,,
T,41.041332157,-98.126691487,534.8,0.2,227.006,912.29,,,,,
T,41.036519352,-98.134658486,535.1,0.0,227.863,857.00,,,,,
T,41.031702021,-98.142623976,535.8,0.1,228.721,857.25,,,,,
T,41.027394980,-98.149760161,537.8,0.3,229.488,767.43,,,,,
T,41.026544720,-98.151168991,538.2,0.2,229.640,151.51,,,,,
T,41.024632892,-98.153900653,538.0,-0.1,229.953,312.82,,,,,
T,41.023047790,-98.156406004,538.3,0.1,230.227,274.57,,,,,
T,41.020829184,-98.160067722,538.8,0.1,230.621,394.41,,,,,
