type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,43.148813602,-116.497375723,965.2,0.9,296.287,116.76,,,,,
T,43.149521789,-116.498445338,969.4,3.6,296.405,117.30,,,,,
T,43.150052028,-116.499245558,982.4,14.8,296.492,87.79,,,,,
T,43.150405996,-116.499780072,984.7,4.0,296.551,58.62,,,,,
T,43.150936067,-116.500585489,986.5,2.1,296.639,88.09,,,,,
T,43.151472006,-116.501399539,988.8,2.5,296.728,89.05,,,,,
T,43.152018758,-116.502218116,990.7,2.1,296.818,90.13,,,,,
T,43.152935319,-116.503572632,994.2,2.3,296.968,150.02,,,,,
T,43.154327972,-116.505323108,996.8,1.2,297.179,210.26,,,,,
T,43.156548338,-116.507409615,999.1,0.8,297.478,299.41,,,,,
T,43.158989735,-116.508923387,1000.4,0.4,297.776,297.86,,,,,
T,43.160540806,-116.509557562,997.6,-1.5,297.956,179.87,,,,,
T,43.161325520,-116.509837601,992.3,-5.9,298.046,90.10,,,,,
T,43.162483061,-116.510310425,984.8,-5.6,298.180,134.22,,,,,
T,43.163550245,-116.511111734,977.9,-5.1,298.315,135.29,,,,,
T,43.164254324,-116.511869291,974.2,-3.7,298.415,99.57,,,,,
T,43.164737625,-116.512311939,971.0,-5.0,298.480,64.64,,,,,
T,43.165253447,-116.512653921,969.4,-2.5,298.543,63.70,,,,,
T,43.166062469,-116.512959609,963.8,-6.0,298.636,93.25,,,,,
T,43.166607125,-116.513041584,957.1,-11.0,298.697,60.88,,,,,
T,43.167396616,-116.513142334,955.7,-1.7,298.785,88.09,,,,,
T,43.167895507,-116.513279127,953.0,-4.7,298.842,56.53,,,,,
T,43.168824473,-116.513707275,954.0,0.9,298.951,108.92,,,,,
T,43.169946140,-116.514269449,949.5,-3.4,299.084,132.73,,,,,
T,43.170647370,-116.514619226,944.6,-6.0,299.167,82.93,,,,,
T,43.171646828,-116.515111076,938.5,-5.2,299.285,118.02,,,,,
T,43.172155526,-116.515365383,934.5,-6.7,299.345,60.18,,,,,
T,43.172663804,-116.515619522,933.5,-1.6,299.405,60.13,,,,,
T,43.173424713,-116.515999054,928.7,-5.3,299.495,89.99,,,,,
T,43.173927795,-116.516251266,927.6,-1.8,299.554,59.53,,,,,
T,43.176426357,-116.517531350,925.2,-0.8,299.851,296.45,,,,,
T,43.177406872,-116.518159825,919.6,-4.6,299.971,120.32,,,,,
T,43.178131822,-116.518642539,916.7,-3.2,300.061,89.59,,,,,
T,43.179095155,-116.519271182,915.9,-0.7,300.179,118.60,,,,,
T,43.182213809,-116.521421643,910.5,-1.4,300.567,388.08,,,,,
T,43.184103258,-116.522816895,909.3,-0.5,300.806,238.60,,,,,
T,43.186686644,-116.524743140,912.4,1.0,301.133,326.95,,,,,
T,43.189065345,-116.526506944,909.2,-1.1,301.434,300.66,,,,,
T,43.189302888,-116.526680198,908.2,-3.1,301.464,29.91,,,,,
T,43.189776046,-116.527030058,906.2,-3.5,301.523,59.77,,,,,
T,43.193547651,-116.529830452,906.8,0.1,302.000,476.85,,,,,
T,43.198029790,-116.533150440,907.6,0.2,302.567,566.37,,,,,
T,43.202757435,-116.536692716,905.4,-0.4,303.166,598.96,,,,,
T,43.203705009,-116.537397634,902.4,-2.5,303.285,119.85,,,,,
T,43.205819679,-116.538993632,900.0,-0.9,303.554,268.36,,,,,
T,43.209125837,-116.541462271,895.8,-1.0,303.972,418.52,,,,,
T,43.209834276,-116.541993432,891.3,-5.0,304.062,89.76,,,,,
T,43.210773468,-116.542712683,886.7,-3.9,304.182,119.60,,,,,
T,43.211455587,-116.543307127,883.2,-3.8,304.271,89.87,,,,,
T,43.212337363,-116.544167278,878.6,-3.8,304.392,120.34,,,,,
T,43.212957373,-116.544857444,873.6,-5.6,304.481,88.82,,,,,
T,43.213329446,-116.545316102,872.6,-1.8,304.536,55.66,,,,,
T,43.213817859,-116.545954216,870.0,-3.4,304.611,75.05,,,,,
T,43.214233518,-116.546520582,866.9,-4.8,304.677,65.20,,,,,
T,43.214991828,-116.547560692,862.6,-3.6,304.796,119.33,,,,,
T,43.215376474,-116.548087243,862.0,-1.1,304.856,60.47,,,,,
T,43.216513479,-116.549656754,859.1,-1.6,305.036,179.50,,,,,
T,43.217759700,-116.551364902,856.4,-1.4,305.232,196.04,,,,,
T,43.218394462,-116.552249193,853.3,-3.1,305.333,100.68,,,,,
T,43.218924617,-116.552978167,847.4,-7.0,305.416,83.53,,,,,
T,43.219461395,-116.553712925,841.6,-6.9,305.500,84.38,,,,,
T,43.220881289,-116.555641936,851.9,4.7,305.723,222.37,,,,,
T,43.221475314,-116.556399074,854.5,2.8,305.813,90.22,,,,,
T,43.222176880,-116.557178590,857.3,2.9,305.914,100.43,,,,,
T,43.222980956,-116.557976296,860.2,2.6,306.024,110.36,,,,,
T,43.223848315,-116.558812475,864.2,3.4,306.142,117.90,,,,,
T,43.224788932,-116.559518315,865.9,1.5,306.261,119.20,,,,,
T,43.225046508,-116.559638092,865.9,-0.1,306.291,30.23,,,,,
T,43.226109166,-116.559987115,863.1,-2.3,306.413,121.42,,,,,
T,43.227181714,-116.560064983,859.9,-2.7,306.532,119.32,,,,,
T,43.227989646,-116.559994323,855.3,-5.2,306.622,89.94,,,,,
T,43.228524998,-116.559928022,856.2,1.5,306.682,59.72,,,,,
T,43.229306359,-116.559840264,856.5,0.4,306.769,87.10,,,,,
T,43.230651822,-116.559687462,851.5,-3.3,306.919,149.99,,,,,
T,43.231190778,-116.559624430,848.8,-4.4,306.979,60.10,,,,,
T,43.232261483,-116.559494929,845.4,-2.9,307.098,119.42,,,,,
T,43.234665915,-116.559237353,842.9,-0.9,307.366,267.94,,,,,
T,43.237082669,-116.558973575,837.2,-2.1,307.635,269.35,,,,,
T,43.237900240,-116.558891013,832.9,-4.8,307.727,91.08,,,,,
T,43.239202704,-116.559116570,837.9,3.5,307.872,145.86,,,,,
T,43.239946347,-116.559433658,839.4,1.6,307.959,86.54,,,,,
T,43.240198977,-116.559542622,839.4,0.2,307.988,29.43,,,,,
T,43.244610541,-116.561243478,836.6,-0.6,308.498,509.21,,,,,
T,43.247221923,-116.562095247,833.0,-1.2,308.796,298.25,,,,,
T,43.247484779,-116.562179821,832.4,-2.0,308.826,30.00,,,,,
T,43.248794451,-116.562604364,829.4,-2.0,308.975,149.53,,,,,
T,43.249318823,-116.562771751,828.2,-2.0,309.035,59.82,,,,,
T,43.250368237,-116.563111385,825.2,-2.5,309.155,119.81,,,,,
T,43.251416478,-116.563449763,822.4,-2.3,309.275,119.66,,,,,
T,43.253245326,-116.564050158,817.9,-2.2,309.484,208.95,,,,,
T,43.254813161,-116.564568998,814.8,-1.7,309.663,179.21,,,,,
T,43.255862575,-116.564908214,811.9,-2.5,309.783,119.80,,,,,
T,43.256912073,-116.565246005,808.0,-3.3,309.902,119.78,,,,,
T,43.257692177,-116.565499390,805.5,-2.8,309.991,89.08,,,,,
T,43.258213447,-116.565665938,802.7,-4.7,310.051,59.47,,,,,
T,43.263965612,-116.567545496,797.5,-0.8,310.708,657.02,,,,,
T,43.264491744,-116.567715229,795.9,-2.7,310.768,60.05,,,,,
T,43.265011590,-116.567884125,795.3,-1.0,310.827,59.36,,,,,
T,43.267074879,-116.568630450,788.7,-2.8,311.064,237.10,,,,,
T,43.267840985,-116.568999086,785.2,-3.9,311.155,90.22,,,,,
T,43.268855447,-116.569476854,782.6,-2.2,311.274,119.19,,,,,
T,43.269108497,-116.569593698,782.1,-1.4,311.304,29.67,,,,,
T,43.269868232,-116.569939870,779.5,-3.0,311.393,88.96,,,,,
T,43.270887891,-116.570415879,776.5,-2.5,311.512,119.69,,,,,
T,43.271902436,-116.570891133,772.3,-3.5,311.631,119.13,,,,,
T,43.272661334,-116.571243843,769.2,-3.5,311.720,89.04,,,,,
T,43.273423249,-116.571597895,766.2,-3.4,311.810,89.39,,,,,
T,43.274437962,-116.572069293,763.1,-2.6,311.929,119.05,,,,,
T,43.275955506,-116.572781755,757.0,-3.4,312.107,178.24,,,,,
T,43.277222514,-116.573374774,756.7,-0.2,312.256,148.77,,,,,
T,43.278211327,-116.573840389,760.4,3.2,312.372,116.18,,,,,
T,43.279582607,-116.574459309,761.4,0.6,312.532,160.42,,,,,
T,43.280870235,-116.574285384,760.9,-0.3,312.676,143.75,,,,,
T,43.281396870,-116.573786493,759.4,-2.0,312.747,71.15,,,,,
T,43.283083811,-116.571325064,754.3,-1.9,313.021,273.93,,,,,
T,43.284826828,-116.568003148,752.5,-0.5,313.353,331.96,,,,,
T,43.285452537,-116.566790789,748.5,-3.3,313.474,120.48,,,,,
T,43.285773480,-116.566200620,750.2,2.8,313.533,59.71,,,,,
T,43.286741255,-116.564925397,747.1,-2.1,313.683,149.24,,,,,
T,43.287201673,-116.564548463,745.8,-2.1,313.742,59.60,,,,,
T,43.288209345,-116.564087290,743.0,-2.3,313.860,118.04,,,,,
T,43.289521029,-116.563681606,739.8,-2.2,314.010,149.40,,,,,
T,43.290577568,-116.563359573,736.8,-2.5,314.130,120.25,,,,,
T,43.291883636,-116.562965624,731.5,-3.6,314.279,148.58,,,,,
T,43.292673044,-116.562724141,729.1,-2.7,314.368,89.86,,,,,
T,43.293467313,-116.562485592,726.4,-3.1,314.459,90.34,,,,,
T,43.294249009,-116.562245870,723.1,-3.6,314.548,89.00,,,,,
T,43.295297669,-116.561930040,717.9,-4.4,314.667,119.29,,,,,
T,43.296093615,-116.561808754,713.1,-5.4,314.756,88.97,,,,,
T,43.296624524,-116.561831804,709.5,-6.1,314.815,59.01,,,,,
T,43.297151662,-116.561946385,705.7,-6.3,314.874,59.30,,,,,
T,43.297899915,-116.562292054,701.6,-4.7,314.962,87.73,,,,,
T,43.298359998,-116.562654739,699.8,-3.0,315.021,58.98,,,,,
T,43.298975648,-116.563331494,697.5,-2.6,315.109,87.72,,,,,
T,43.299470684,-116.564119561,696.5,-1.2,315.193,84.34,,,,,
T,43.299832027,-116.565007540,695.8,-0.8,315.276,82.48,,,,,
T,43.300795108,-116.568432637,698.3,0.8,315.573,297.81,,,,,
T,43.302621525,-116.574602975,698.9,0.1,316.114,540.22,,,,,
T,43.304142170,-116.577652479,692.6,-2.1,316.413,299.61,,,,,
T,43.307014480,-116.583420485,698.7,1.1,316.980,566.43,,,,,
T,43.307466433,-116.584328748,700.0,1.5,317.069,89.17,,,,,
T,43.307768600,-116.584936352,702.2,3.6,317.128,59.64,,,,,
T,43.308832766,-116.587067367,704.3,1.0,317.338,209.45,,,,,
T,43.309286060,-116.587972613,707.7,3.9,317.427,89.05,,,,,
T,43.309885869,-116.589182289,709.0,1.1,317.546,118.63,,,,,
T,43.312319303,-116.594051169,713.4,0.9,318.024,478.66,,,,,
T,43.313376429,-116.596174724,718.0,2.2,318.233,208.50,,,,,
T,43.314475296,-116.598257795,719.1,0.5,318.441,208.47,,,,,
T,43.315723361,-116.599642905,719.4,0.1,318.620,178.47,,,,,
T,43.317209389,-116.600458128,719.2,-0.1,318.798,177.85,,,,,
T,43.318561893,-116.600595843,716.6,-1.8,318.948,150.68,,,,,
T,43.319375189,-116.600578073,713.9,-2.9,319.039,90.37,,,,,
T,43.322068127,-116.600537170,711.4,-0.8,319.338,299.20,,,,,
T,43.322606999,-116.600531219,710.6,-1.4,319.398,59.87,,,,,
T,43.325817268,-116.600786447,706.6,-1.1,319.755,357.26,,,,,
T,43.328176858,-116.602550670,705.5,-0.3,320.054,298.66,,,,,
T,43.332230095,-116.605767477,704.6,-0.2,320.574,520.43,,,,,
T,43.333454272,-116.606731564,703.8,-0.5,320.731,156.88,,,,,
T,43.333698604,-116.606932227,703.7,-0.4,320.763,31.65,,,,,
T,43.334477618,-116.608185573,702.5,-0.9,320.896,133.50,,,,,
T,43.335699281,-116.610409459,704.2,0.7,321.122,225.72,,,,,
T,43.335834732,-116.610656474,704.0,-0.7,321.147,25.05,,,,,
T,43.336544428,-116.611945024,704.8,0.6,321.278,130.90,,,,,
T,43.338585757,-116.615645550,708.4,0.9,321.654,376.15,,,,,
T,43.342652489,-116.622993294,708.5,0.0,322.402,747.75,,,,,
T,43.343538037,-116.625247775,708.6,0.0,322.609,207.60,,,,,
T,43.343680948,-116.627074191,708.1,-0.4,322.758,148.94,,,,,
T,43.343640631,-116.631510146,710.0,0.5,323.118,359.72,,,,,
T,43.343653874,-116.638893848,715.2,0.9,323.717,598.71,,,,,
T,43.343659742,-116.641462315,718.4,1.5,323.925,208.27,,,,,
T,43.343662340,-116.641828855,719.1,2.5,323.955,29.72,,,,,
T,43.343657898,-116.643665582,721.0,1.2,324.103,148.93,,,,,
T,43.343658987,-116.644401178,722.7,2.8,324.163,59.65,,,,,
T,43.343702238,-116.645867256,729.6,5.8,324.282,118.97,,,,,
T,43.344339849,-116.647862485,731.1,0.9,324.459,176.61,,,,,
T,43.345362525,-116.649034526,729.7,-1.0,324.607,148.12,,,,,
T,43.346124440,-116.649415316,729.0,-0.7,324.697,90.10,,,,,
T,43.348257383,-116.649964079,724.3,-2.0,324.938,241.11,,,,,
T,43.349855896,-116.650385857,719.8,-2.5,325.119,180.86,,,,,
T,43.350655614,-116.650598841,718.6,-1.3,325.209,90.51,,,,,
T,43.352231914,-116.651024390,717.4,-0.7,325.388,178.49,,,,,
T,43.356447676,-116.652166508,712.0,-1.1,325.865,477.43,,,,,
T,43.357784087,-116.652458618,707.8,-2.8,326.016,150.35,,,,,
T,43.358316505,-116.652553082,707.1,-1.1,326.075,59.65,,,,,
T,43.361443039,-116.653444665,710.7,1.0,326.430,354.80,,,,,
T,43.361675721,-116.653617835,711.4,2.4,326.460,29.42,,,,,
T,43.362345854,-116.654230552,712.5,1.3,326.549,89.50,,,,,
T,43.365224619,-116.656957269,718.8,1.6,326.938,388.77,,,,,
T,43.366391631,-116.657868130,721.0,1.4,327.087,149.20,,,,,
T,43.369175093,-116.659287019,721.4,0.1,327.417,329.93,,,,,
T,43.374763057,-116.661979621,722.4,0.2,328.075,658.06,,,,,
T,43.376581594,-116.662666267,717.6,-2.3,328.285,209.56,,,,,
T,43.377099512,-116.662870199,715.8,-2.9,328.344,59.87,,,,,
T,43.378132498,-116.663290467,720.2,3.6,328.464,119.71,,,,,
T,43.379594889,-116.664220774,711.3,-5.0,328.643,179.11,,,,,
T,43.380978908,-116.665363815,707.4,-2.2,328.823,179.51,,,,,
T,43.381440751,-116.665743012,705.3,-3.5,328.883,59.81,,,,,
T,43.382365862,-116.666500736,702.2,-2.6,329.002,119.72,,,,,
T,43.383586351,-116.667265082,697.9,-2.9,329.151,149.07,,,,,
T,43.384614978,-116.667692475,695.7,-1.9,329.271,119.41,,,,,
T,43.385606473,-116.668260936,691.1,-3.8,329.390,119.40,,,,,
T,43.386458242,-116.669180933,683.7,-6.2,329.511,120.47,,,,,
T,43.387193251,-116.670254823,683.4,-0.2,329.630,119.33,,,,,
T,43.387377821,-116.670522792,683.9,1.5,329.660,29.87,,,,,
T,43.388466630,-116.672113761,688.6,2.6,329.837,176.78,,,,,
T,43.389192587,-116.673176335,695.2,5.7,329.955,117.97,,,,,
T,43.390682889,-116.675783778,695.8,0.2,330.223,268.42,,,,,
T,43.391072732,-116.676755324,696.5,0.7,330.313,89.85,,,,,
T,43.394157775,-116.684531886,698.7,0.3,331.030,717.25,,,,,
T,43.396238582,-116.689250562,700.7,0.5,331.477,446.75,,,,,
T,43.397810943,-116.691258531,700.9,0.1,331.716,238.70,,,,,
T,43.399888817,-116.692967266,698.5,-0.9,331.985,269.17,,,,,
T,43.402001392,-116.694597043,696.3,-0.8,332.254,269.29,,,,,
T,43.406670112,-116.698247362,693.1,-0.5,332.851,597.06,,,,,
T,43.411106151,-116.701710345,691.2,-0.3,333.418,567.08,,,,,
T,43.412505342,-116.702808626,689.3,-1.0,333.597,179.10,,,,,
T,43.415889368,-116.705803396,689.8,0.1,334.045,447.42,,,,,
T,43.418244179,-116.708824821,690.6,0.2,334.403,358.22,,,,,
T,43.422891861,-116.714957859,690.4,-0.0,335.119,716.46,,,,,
T,43.423666768,-116.715975590,693.5,2.6,335.239,119.18,,,,,
T,43.427827125,-116.721194163,694.4,0.2,335.865,626.27,,,,,
T,43.431513403,-116.724910112,693.4,-0.2,336.373,508.19,,,,,
T,43.434232743,-116.727901781,693.0,-0.1,336.760,387.23,,,,,
T,43.435282242,-116.730033634,697.7,2.3,336.969,208.30,,,,,
T,43.435560186,-116.730661355,699.1,2.3,337.028,59.47,,,,,
T,43.436250435,-116.732242182,702.9,2.6,337.177,149.20,,,,,
T,43.436804311,-116.733507682,702.6,-0.3,337.297,119.52,,,,,
T,43.437220724,-116.734453831,705.3,3.0,337.386,89.49,,,,,
T,43.437774684,-116.735713463,708.2,2.4,337.505,119.11,,,,,
T,43.438178608,-116.736671012,710.5,2.6,337.595,89.57,,,,,
T,43.439010261,-116.739015682,703.4,-3.4,337.806,211.11,,,,,
T,43.439212181,-116.739707021,701.1,-3.7,337.866,60.30,,,,,
T,43.439515606,-116.740737827,698.8,-2.6,337.956,90.00,,,,,
T,43.440815555,-116.745145703,702.2,0.9,338.341,384.97,,,,,
T,43.442152049,-116.749162143,703.7,0.4,338.699,357.45,,,,,
T,43.443272878,-116.750744982,702.8,-0.5,338.877,178.68,,,,,
T,43.444706937,-116.751772100,700.5,-1.3,339.057,179.72,,,,,
T,43.446289608,-116.752148196,697.8,-1.5,339.236,178.45,,,,,
T,43.449259149,-116.752113160,693.1,-1.4,339.566,329.93,,,,,
T,43.451952757,-116.752117686,690.3,-0.9,339.865,299.26,,,,,
T,43.454915676,-116.752113327,686.1,-1.3,340.194,329.19,,,,,
T,43.455966180,-116.752133025,684.9,-1.0,340.311,116.72,,,,,
T,43.457140988,-116.752523454,684.1,-0.7,340.445,134.29,,,,,
T,43.458217140,-116.753897416,683.5,-0.3,340.608,163.28,,,,,
T,43.458597008,-116.755539849,683.8,0.2,340.748,139.46,,,,,
T,43.458606061,-116.755892225,683.8,0.2,340.776,28.54,,,,,
T,43.458566414,-116.761827786,687.3,0.7,341.257,480.40,,,,,
T,43.458577311,-116.764422236,689.6,1.1,341.467,209.98,,,,,
T,43.458697507,-116.765518673,689.7,0.2,341.556,89.74,,,,,
T,43.459524717,-116.767385825,691.7,1.1,341.733,176.86,,,,,
T,43.459940208,-116.767846830,693.7,3.5,341.793,59.35,,,,,
T,43.462447571,-116.770031657,698.2,1.4,342.123,329.95,,,,,
T,43.464261917,-116.771631176,701.7,1.5,342.362,239.56,,,,,
T,43.465163810,-116.772423852,704.6,2.4,342.481,118.98,,,,,
T,43.466064530,-116.773209069,709.7,4.2,342.600,118.54,,,,,
T,43.466739189,-116.773803094,713.2,4.0,342.689,89.05,,,,,
T,43.466965584,-116.774002248,714.2,3.3,342.719,29.87,,,,,
T,43.467418207,-116.774400137,714.3,0.2,342.778,59.71,,,,,
T,43.468328984,-116.775200106,717.9,3.0,342.898,120.12,,,,,
T,43.469460709,-116.776197301,722.4,3.0,343.048,149.40,,,,,
T,43.470333600,-116.777060302,725.0,2.2,343.167,119.51,,,,,
T,43.471157877,-116.778009301,726.3,1.1,343.287,119.51,,,,,
T,43.471549815,-116.778513640,727.2,1.5,343.347,59.68,,,,,
T,43.472658573,-116.780128917,734.2,3.9,343.526,179.60,,,,,
T,43.473316887,-116.781287296,735.9,1.4,343.645,118.89,,,,,
T,43.473642357,-116.781867575,736.7,1.3,343.704,59.26,,,,,
T,43.474291703,-116.783036264,736.6,-0.0,343.823,118.94,,,,,
T,43.474790929,-116.783900019,741.9,5.9,343.912,89.22,,,,,
T,43.475516131,-116.784991259,747.1,4.4,344.032,119.53,,,,,
T,43.476296319,-116.786012426,748.8,1.4,344.152,119.75,,,,,
T,43.478458179,-116.788243605,745.7,-1.0,344.452,300.46,,,,,
T,43.479156392,-116.788800666,742.7,-3.3,344.542,89.71,,,,,
T,43.480111091,-116.789476080,738.8,-3.3,344.661,119.32,,,,,
T,43.481351361,-116.790179489,733.4,-3.7,344.810,149.09,,,,,
T,43.482119478,-116.790526500,728.4,-5.5,344.900,89.84,,,,,
T,43.482893715,-116.790852137,723.2,-5.8,344.990,89.96,,,,,
T,43.483407944,-116.791068139,720.8,-4.0,345.050,59.74,,,,,
T,43.484174721,-116.791386148,718.1,-3.0,345.139,88.99,,,,,
T,43.484946191,-116.791711869,709.9,-9.2,345.228,89.67,,,,,
T,43.485465450,-116.791930804,708.0,-3.2,345.289,60.35,,,,,
T,43.485989571,-116.792145716,706.4,-2.6,345.350,60.77,,,,,
T,43.486511009,-116.792360544,703.4,-5.0,345.410,60.48,,,,,
T,43.487775922,-116.792879887,711.5,5.5,345.557,146.68,,,,,
T,43.488270454,-116.793085327,716.6,8.9,345.614,57.40,,,,,
T,43.488764819,-116.793297389,720.4,6.6,345.672,57.54,,,,,
T,43.489266308,-116.793514062,724.0,6.3,345.730,58.41,,,,,
T,43.489778778,-116.793730315,725.3,2.1,345.790,59.56,,,,,
T,43.491554484,-116.794695240,713.4,-5.6,346.002,212.16,,,,,
T,43.492408348,-116.795608196,717.3,3.2,346.122,120.22,,,,,
T,43.493103208,-116.796682924,723.8,5.6,346.238,116.26,,,,,
T,43.493382493,-116.797276782,730.9,12.4,346.296,57.19,,,,,
T,43.493632693,-116.797896037,731.9,1.6,346.353,57.29,,,,,
T,43.493878702,-116.798527446,732.7,1.4,346.411,57.93,,,,,
T,43.494129907,-116.799163045,736.0,5.7,346.469,58.50,,,,,
T,43.494386813,-116.799803423,739.9,6.6,346.528,59.14,,,,,
T,43.494646735,-116.800449919,743.4,5.9,346.588,59.74,,,,,
T,43.495037919,-116.801425824,746.4,3.4,346.678,90.11,,,,,
T,43.495429102,-116.802401142,750.2,4.2,346.768,90.07,,,,,
T,43.495817520,-116.803375706,753.5,3.6,346.858,89.86,,,,,
T,43.496340383,-116.804667776,757.8,3.6,346.978,119.57,,,,,
T,43.497535978,-116.806671303,758.5,0.3,347.187,209.53,,,,,
T,43.499090821,-116.808074014,760.2,0.8,347.394,206.67,,,,,
T,43.499820298,-116.808456313,763.1,3.3,347.481,86.74,,,,,
T,43.500581793,-116.808715481,767.7,5.3,347.568,87.16,,,,,
T,43.501613103,-116.809025528,773.0,4.5,347.685,117.29,,,,,
T,43.502394212,-116.809268855,775.1,2.4,347.774,88.99,,,,,
T,43.504740056,-116.809994476,769.6,-2.1,348.041,267.15,,,,,
T,43.505783519,-116.810310977,766.3,-2.8,348.160,118.72,,,,,
T,43.507097634,-116.810713057,763.0,-2.2,348.310,149.58,,,,,
T,43.507889807,-116.810952527,760.4,-2.8,348.400,90.12,,,,,
T,43.508679634,-116.811171044,758.5,-2.2,348.489,89.51,,,,,
T,43.510007160,-116.811404647,755.7,-1.9,348.638,148.70,,,,,
T,43.511090521,-116.811477737,751.0,-3.9,348.758,120.51,,,,,
T,43.512166338,-116.811482264,749.2,-1.5,348.878,119.53,,,,,
T,43.515119115,-116.811517635,744.9,-1.3,349.206,328.07,,,,,
T,43.516203482,-116.811512941,741.5,-2.9,349.326,120.48,,,,,
T,43.517010994,-116.811511768,738.5,-3.3,349.416,89.72,,,,,
T,43.517548274,-116.811515121,737.8,-1.2,349.476,59.69,,,,,
T,43.518889966,-116.811522413,733.2,-3.1,349.625,149.07,,,,,
T,43.519424396,-116.811510678,733.4,0.4,349.684,59.38,,,,,
T,43.522642711,-116.811128799,726.3,-2.0,350.043,358.89,,,,,
T,43.523460450,-116.811097702,723.3,-3.4,350.134,90.89,,,,,
T,43.523729676,-116.811104827,722.4,-3.1,350.164,29.92,,,,,
T,43.526399815,-116.811503470,720.0,-0.8,350.462,298.41,,,,,
T,43.527233563,-116.811560048,716.1,-4.2,350.555,92.74,,,,,
T,43.527794145,-116.811581422,713.4,-4.3,350.617,62.31,,,,,
T,43.528355565,-116.811603634,711.5,-3.2,350.680,62.40,,,,,
T,43.530538632,-116.811716370,706.2,-2.2,350.923,242.72,,,,,
T,43.530877093,-116.811721316,705.9,-1.0,350.960,37.61,,,,,
T,43.532104203,-116.811731709,704.8,-0.8,351.097,136.34,,,,,
T,43.532370245,-116.811740343,704.7,-0.3,351.126,29.57,,,,,
T,43.533312539,-116.811779989,704.1,-0.5,351.231,104.74,,,,,
T,43.533717133,-116.811797591,703.7,-0.8,351.276,44.97,,,,,
T,43.535864158,-116.811881326,702.2,-0.6,351.514,238.64,,,,,
T,43.536841320,-116.811923739,702.0,-0.2,351.623,108.62,,,,,
T,43.538787933,-116.812008144,701.7,-0.1,351.839,216.38,,,,,
T,43.541494617,-116.812116941,701.3,-0.1,352.140,300.85,,,,,
T,43.543240400,-116.812211070,701.5,0.1,352.334,194.11,,,,,
T,43.545185924,-116.812292458,701.9,0.2,352.551,216.25,,,,,
T,43.545294469,-116.812315173,701.5,-2.6,352.563,12.20,,,,,
T,43.545362530,-116.812568726,701.4,-0.6,352.585,21.84,,,,,
T,43.545354903,-116.814428503,701.1,-0.2,352.735,150.30,,,,,
T,43.545351047,-116.817025719,699.6,-0.7,352.945,209.90,,,,,
T,43.545341240,-116.820041360,699.1,-0.2,353.189,243.71,,,,,
T,43.545336965,-116.822611084,700.0,0.4,353.396,207.68,,,,,
T,43.545332774,-116.828020429,701.6,0.4,353.833,437.16,,,,,
T,43.545333948,-116.834590835,702.5,0.2,354.364,530.99,,,,,
T,43.545331098,-116.840260942,703.6,0.2,354.823,458.24,,,,,
T,43.545320705,-116.846820032,703.5,-0.0,355.353,530.08,,,,,
T,43.545329338,-116.852792557,703.8,0.0,355.835,482.68,,,,,
T,43.545308970,-116.856073653,704.3,0.2,356.101,265.18,,,,,
T,43.545295224,-116.857868051,704.3,0.0,356.246,145.02,,,,,
T,43.545290865,-116.858466435,704.4,0.2,356.294,48.36,,,,,
T,43.545289859,-116.859063059,704.5,0.1,356.342,48.22,,,,,
T,43.545286339,-116.861140514,704.0,-0.3,356.510,167.89,,,,,
T,43.545284746,-116.861436311,703.6,-1.8,356.534,23.91,,,,,
T,43.545284411,-116.861732444,704.3,3.3,356.558,23.93,,,,,
T,43.545276364,-116.866507446,708.3,1.0,356.944,385.90,,,,,
T,43.545264881,-116.874274705,708.6,0.1,357.572,627.72,,,,,
T,43.545278376,-116.883216435,707.6,-0.1,358.294,722.64,,,,,
T,43.545539221,-116.888544224,708.5,0.2,358.726,431.55,,,,,
T,43.546320498,-116.889962275,708.0,-0.4,358.870,143.76,,,,,
T,43.547484493,-116.890754532,707.6,-0.3,359.014,144.30,,,,,
T,43.549523978,-116.891742926,707.0,-0.2,359.254,240.26,,,,,
T,43.550411537,-116.893037846,706.5,-0.4,359.398,143.79,,,,,
T,43.553123251,-116.898325654,705.3,-0.2,359.921,522.83,,,,,
T,43.555894727,-116.903610444,704.5,-0.2,360.447,526.47,,,,,
T,43.558567297,-116.908587785,703.5,-0.2,360.947,499.91,,,,,
T,43.561383365,-116.913818931,702.7,-0.1,361.473,525.86,,,,,
T,43.563440200,-116.917090220,707.0,1.2,361.822,349.39,,,,,
T,43.565461328,-116.920027574,701.2,-1.8,362.149,326.71,,,,,
T,43.565939935,-116.920722099,698.1,-3.9,362.226,77.30,,,,,
T,43.566261716,-116.921182768,695.8,-4.5,362.278,51.61,,,,,
T,43.566578636,-116.921638409,695.9,0.1,362.329,50.94,,,,,
T,43.567190515,-116.922531668,695.9,-0.0,362.428,99.14,,,,,
T,43.569034366,-116.925205579,700.0,1.4,362.726,297.71,,,,,
T,43.569335863,-116.925643953,702.5,5.2,362.775,48.75,,,,,
T,43.569794940,-116.926308638,703.3,1.0,362.849,74.06,,,,,
T,43.570108172,-116.926758075,705.4,4.3,362.899,50.29,,,,,
T,43.572811503,-116.930444185,705.1,-0.1,363.322,422.94,,,,,
T,43.574074404,-116.931022201,705.2,0.0,363.470,147.88,,,,,
