type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,42.156494334,-109.340895396,2052.3,-2.4,112.563,96.21,,,,,
T,42.156038946,-109.342325097,2049.0,-2.5,112.692,128.53,,,,,
T,42.155695288,-109.343396807,2046.0,-3.2,112.788,96.45,,,,,
T,42.155242246,-109.344825167,2042.6,-2.6,112.916,128.33,,,,,
T,42.154670516,-109.346603723,2040.2,-1.5,113.076,160.13,,,,,
T,42.154554510,-109.346958864,2039.6,-1.8,113.109,32.06,,,,,
T,42.153988397,-109.348740522,2037.2,-1.5,113.269,160.12,,,,,
T,42.153419265,-109.350526119,2034.3,-1.8,113.429,160.55,,,,,
T,42.151599051,-109.356207959,2031.3,-0.6,113.940,511.29,,,,,
T,42.150800005,-109.358699899,2031.3,-0.0,114.165,224.28,,,,,
T,42.150686011,-109.359056549,2031.3,0.0,114.197,32.08,,,,,
T,42.147692749,-109.368297346,2031.4,0.0,115.030,833.04,,,,,
T,42.146329265,-109.371273425,2030.7,-0.2,115.319,288.88,,,,,
T,42.144776853,-109.374078764,2028.2,-0.9,115.608,288.98,,,,,
T,42.143216981,-109.376875637,2027.3,-0.3,115.897,288.92,,,,,
T,42.141828518,-109.379350226,2027.3,-0.0,116.153,256.19,,,,,
T,42.140794527,-109.381217379,2027.6,0.2,116.345,192.39,,,,,
T,42.140102601,-109.382464523,2025.9,-1.4,116.474,128.59,,,,,
T,42.135782987,-109.390231781,2022.2,-0.5,117.275,801.59,,,,,
T,42.135104220,-109.391488396,2022.5,0.2,117.404,128.37,,,,,
T,42.134205429,-109.393481277,2021.4,-0.6,117.596,192.65,,,,,
T,42.132644719,-109.398048157,2021.3,-0.0,118.012,415.47,,,,,
T,42.129753800,-109.406500887,2019.5,-0.2,118.781,769.12,,,,,
T,42.128131818,-109.409705456,2019.2,-0.1,119.101,320.41,,,,,
T,42.126144553,-109.413043885,2015.6,-1.0,119.455,353.44,,,,,
T,42.121651853,-109.420617018,2015.7,0.0,120.256,800.74,,,,,
T,42.119501308,-109.425217761,2013.7,-0.5,120.705,449.23,,,,,
T,42.115406497,-109.434127221,2013.3,-0.0,121.571,865.88,,,,,
T,42.114203190,-109.436718402,2013.4,0.0,121.823,252.56,,,,,
T,42.113553090,-109.438138464,2013.1,-0.2,121.961,137.87,,,,,
T,42.112876754,-109.439620553,2012.9,-0.2,122.105,143.76,,,,,
T,42.111699767,-109.442167478,2011.1,-0.7,122.353,247.92,,,,,
T,42.111338256,-109.442940373,2010.9,-0.3,122.428,75.49,,,,,
T,42.110943636,-109.443801111,2010.7,-0.2,122.512,83.60,,,,,
T,42.110889489,-109.444067320,2010.7,0.0,122.535,22.82,,,,,
T,42.110866020,-109.444109984,2010.7,-0.6,122.539,4.39,,,,,
T,42.110863253,-109.444071092,2010.7,0.0,122.542,3.23,,,,,
T,42.110817488,-109.444104116,2010.6,-0.7,122.548,5.77,,,,,
T,42.110783206,-109.444154743,2010.6,-0.4,122.554,5.66,,,,,
T,42.110177111,-109.445440276,2010.8,0.2,122.680,125.84,,,,,
T,42.109389882,-109.447173653,2009.9,-0.5,122.848,167.93,,,,,
T,42.108761491,-109.448647192,2010.3,0.3,122.988,140.45,,,,,
T,42.108723773,-109.448779626,2010.3,0.3,123.000,11.73,,,,,
T,42.108722096,-109.448786415,2010.3,-0.3,123.000,0.59,,,,,
T,42.108708685,-109.448849279,2010.3,-0.3,123.006,5.41,,,,,
T,42.108526630,-109.449693002,2008.8,-2.1,123.078,72.65,,,,,
T,42.108146008,-109.451940106,2003.3,-2.9,123.269,190.61,,,,,
T,42.107587773,-109.454524163,2009.6,2.8,123.492,222.54,,,,,
T,42.106722510,-109.456842011,2010.6,0.5,123.706,214.45,,,,,
T,42.105660019,-109.458753420,2010.8,0.1,123.903,197.29,,,,,
T,42.104642875,-109.460096871,2011.1,0.2,124.062,158.47,,,,,
T,42.102858285,-109.461759087,2011.0,-0.1,124.303,241.24,,,,,
T,42.099844487,-109.463844756,2009.7,-0.3,124.680,376.60,,,,,
T,42.094851891,-109.467321569,2007.8,-0.3,125.304,624.70,,,,,
T,42.088870397,-109.471495422,2007.2,-0.1,126.053,748.77,,,,,
T,42.085136091,-109.474108564,2007.4,0.1,126.521,467.75,,,,,
T,42.080675745,-109.477308439,2005.3,-0.4,127.083,561.74,,,,,
T,42.078461750,-109.479622180,2003.5,-0.6,127.394,311.66,,,,,
T,42.076595519,-109.482427687,2001.8,-0.5,127.705,311.23,,,,,
T,42.075140839,-109.485645583,2001.0,-0.3,128.017,311.48,,,,,
T,42.074289238,-109.488439858,2000.6,-0.1,128.267,249.84,,,,,
T,42.073669732,-109.492093781,2000.7,0.0,128.577,310.11,,,,,
T,42.073597647,-109.492836250,2002.8,3.4,128.639,61.96,,,,,
T,42.073547859,-109.493582575,2004.1,2.1,128.701,62.01,,,,,
T,42.073519193,-109.498484479,2006.0,0.5,129.107,405.67,,,,,
T,42.073520701,-109.504928738,2004.0,-0.4,129.640,533.30,,,,,
T,42.073521540,-109.505306846,2003.8,-0.6,129.671,31.29,,,,,
T,42.073492454,-109.512469433,2002.9,-0.1,130.264,592.75,,,,,
T,42.073290786,-109.518475151,2003.2,0.0,130.761,497.51,,,,,
T,42.072637584,-109.521337068,2006.8,1.5,131.009,247.70,,,,,
T,42.072004583,-109.523005737,2010.0,2.1,131.164,154.96,,,,,
T,42.071028762,-109.524840619,2012.6,1.4,131.351,186.57,,,,,
T,42.070656605,-109.525404554,2013.2,1.0,131.413,62.35,,,,,
T,42.068217220,-109.528555563,2012.4,-0.2,131.789,376.06,,,,,
T,42.063351106,-109.534825310,2012.5,0.0,132.538,749.28,,,,,
T,42.060120301,-109.539021123,2005.6,-1.4,133.038,499.39,,,,,
T,42.059101313,-109.540318306,2006.3,0.4,133.194,156.01,,,,,
T,42.054672316,-109.546078267,2006.1,-0.0,133.879,685.09,,,,,
T,42.052640626,-109.549197424,2006.6,0.2,134.222,342.92,,,,,
T,42.050073082,-109.553675875,2006.0,-0.1,134.689,467.74,,,,,
T,42.047964698,-109.556153566,2003.8,-0.7,135.001,311.32,,,,,
T,42.045126334,-109.559220923,2010.4,1.6,135.406,404.83,,,,,
T,42.044908404,-109.559457125,2010.6,0.5,135.437,31.12,,,,,
T,42.040720386,-109.563898947,2013.0,0.4,136.030,592.99,,,,,
T,42.038856503,-109.565584464,2008.8,-1.7,136.279,249.68,,,,,
T,42.037890237,-109.566356940,2004.8,-3.2,136.404,124.94,,,,,
T,42.037155395,-109.566904279,1999.1,-6.1,136.498,93.36,,,,,
T,42.034961097,-109.568551993,2003.6,1.6,136.777,279.32,,,,,
T,42.029903540,-109.572560722,2008.2,0.7,137.430,652.51,,,,,
T,42.029464664,-109.573028097,2008.9,1.2,137.492,62.24,,,,,
T,42.027834300,-109.575105887,2012.9,1.6,137.742,249.80,,,,,
T,42.025467251,-109.578842791,2014.0,0.3,138.148,406.08,,,,,
T,42.023653910,-109.581722561,2016.3,0.7,138.460,312.17,,,,,
T,42.022929965,-109.582882281,2014.1,-1.7,138.585,125.26,,,,,
T,42.022019522,-109.584329417,2010.3,-2.4,138.742,156.82,,,,,
T,42.021475704,-109.585193926,2008.2,-2.3,138.836,93.68,,,,,
T,42.019484248,-109.588361112,2005.1,-0.9,139.179,343.13,,,,,
T,42.018734906,-109.589545308,2001.8,-2.6,139.307,128.64,,,,,
T,42.017957233,-109.590708800,1997.2,-3.5,139.437,129.41,,,,,
T,42.017334290,-109.591518072,1990.5,-7.0,139.533,96.34,,,,,
T,42.016461901,-109.592523817,1980.6,-7.7,139.661,127.79,,,,,
T,42.015540982,-109.593428057,1983.7,2.5,139.788,126.78,,,,,
T,42.014144976,-109.594747117,1991.6,4.1,139.977,189.69,,,,,
T,42.013460342,-109.595425297,1994.3,2.8,140.072,94.54,,,,,
T,42.012798507,-109.596156953,1999.0,5.0,140.167,95.27,,,,,
T,42.012372455,-109.596678475,2000.7,2.7,140.231,64.08,,,,,
T,42.011561254,-109.597790418,2001.9,0.9,140.360,128.85,,,,,
T,42.009981014,-109.600578575,2000.4,-0.5,140.650,290.09,,,,,
T,42.009040313,-109.602537593,1994.5,-3.1,140.843,193.01,,,,,
T,42.007033434,-109.606737932,2001.6,1.7,141.256,413.24,,,,,
T,42.006411245,-109.608033691,2007.0,4.2,141.384,127.67,,,,,
T,42.006096840,-109.608686389,2007.3,0.5,141.448,64.37,,,,,
T,42.004838381,-109.611305315,2006.7,-0.2,141.707,258.09,,,,,
T,42.004209906,-109.612609791,2008.2,1.2,141.835,128.65,,,,,
T,42.003582018,-109.613910327,2006.1,-1.7,141.964,128.35,,,,,
T,42.000145772,-109.621065287,2007.1,0.1,142.669,705.02,,,,,
T,41.998574333,-109.624318387,2009.5,0.7,142.990,321.11,,,,,
T,41.997640589,-109.626283273,2003.9,-2.9,143.183,193.03,,,,,
T,41.997173969,-109.627258843,2002.0,-2.0,143.279,96.02,,,,,
T,41.995281922,-109.631121475,2001.2,-0.2,143.662,382.87,,,,,
T,41.994077694,-109.633279899,2009.9,3.9,143.885,223.33,,,,,
T,41.992757628,-109.635332879,2010.3,0.2,144.110,224.58,,,,,
T,41.992560737,-109.635618618,2010.3,-0.0,144.142,32.23,,,,,
T,41.990043400,-109.638844561,2007.4,-0.7,144.529,386.83,,,,,
T,41.989147123,-109.639831195,2003.5,-3.1,144.657,128.82,,,,,
T,41.988245733,-109.640808022,1999.2,-3.3,144.786,128.75,,,,,
T,41.987344679,-109.641781747,1998.2,-0.7,144.915,128.56,,,,,
T,41.987119457,-109.642024823,1997.7,-1.4,144.947,32.12,,,,,
T,41.986671025,-109.642514158,1995.8,-3.0,145.011,64.23,,,,,
T,41.985794781,-109.643526440,1990.8,-3.9,145.140,128.49,,,,,
T,41.984986933,-109.644636288,1987.0,-2.9,145.268,128.49,,,,,
T,41.984413276,-109.645510437,1984.5,-2.7,145.365,96.48,,,,,
T,41.983713806,-109.646737380,1978.0,-5.1,145.492,127.96,,,,,
T,41.983237546,-109.647704065,1973.0,-5.2,145.588,96.00,,,,,
T,41.982662883,-109.649043325,1970.4,-2.0,145.717,128.03,,,,,
T,41.982405391,-109.649732066,1969.7,-1.2,145.780,63.84,,,,,
T,41.981931897,-109.651134862,1967.9,-1.4,145.908,127.60,,,,,
T,41.981579941,-109.652190898,1966.3,-1.7,146.004,95.85,,,,,
T,41.980734877,-109.654648723,1964.5,-0.8,146.228,224.28,,,,,
T,41.980614513,-109.655001853,1964.0,-1.3,146.260,32.17,,,,,
T,41.979285562,-109.658878399,1959.6,-1.2,146.614,353.56,,,,,
T,41.978689022,-109.660638766,1957.6,-1.3,146.774,160.24,,,,,
T,41.978568742,-109.660990639,1957.2,-1.0,146.806,32.08,,,,,
T,41.976152156,-109.668030515,1956.6,-0.1,147.448,642.25,,,,,
T,41.973409010,-109.675691910,1953.3,-0.5,148.153,704.32,,,,,
T,41.971693151,-109.678794974,1951.2,-0.7,148.473,320.12,,,,,
T,41.970484061,-109.680451993,1953.3,1.1,148.665,192.09,,,,,
T,41.967980890,-109.684193172,1953.9,0.1,149.081,416.50,,,,,
T,41.966783786,-109.686833471,1952.3,-0.6,149.338,256.09,,,,,
T,41.966193030,-109.688597107,1950.6,-1.1,149.498,160.25,,,,,
T,41.965787765,-109.690045836,1949.2,-1.0,149.626,128.25,,,,,
T,41.965687936,-109.690408856,1949.2,-0.2,149.658,32.07,,,,,
T,41.963882809,-109.696087427,1946.3,-0.6,150.170,511.65,,,,,
T,41.963480478,-109.697110690,1946.3,0.0,150.266,95.88,,,,,
T,41.961807534,-109.700723793,1955.6,2.6,150.618,352.48,,,,,
T,41.959193051,-109.705353705,1956.7,0.2,151.099,481.31,,,,,
T,41.956345886,-109.710706472,1956.6,-0.0,151.644,544.93,,,,,
T,41.955196392,-109.714245480,1954.8,-0.6,151.964,319.99,,,,,
T,41.954555428,-109.718012894,1954.8,0.0,152.285,320.36,,,,,
T,41.954342779,-109.722256819,1956.1,0.4,152.637,352.65,,,,,
T,41.953907590,-109.728022730,1956.0,-0.0,153.118,480.49,,,,,
T,41.953335693,-109.730626065,1951.7,-1.9,153.343,225.00,,,,,
T,41.953234104,-109.730989169,1951.6,-0.4,153.375,32.15,,,,,
T,41.952384012,-109.733445318,1947.8,-1.7,153.599,224.47,,,,,
T,41.951956954,-109.734459529,1945.7,-2.1,153.696,96.55,,,,,
T,41.949908417,-109.739101762,1948.4,0.6,154.143,447.13,,,,,
T,41.946647018,-109.746413883,1949.0,0.1,154.849,706.28,,,,,
T,41.944770645,-109.749361379,1947.0,-0.6,155.171,321.20,,,,,
T,41.944562104,-109.749632534,1947.0,0.0,155.203,32.28,,,,,
T,41.943724165,-109.750711536,1942.2,-3.8,155.332,129.10,,,,,
T,41.943099545,-109.751520306,1938.6,-3.7,155.428,96.49,,,,,
T,41.942471908,-109.752325723,1935.9,-2.8,155.525,96.54,,,,,
T,41.942049041,-109.752855794,1933.9,-3.1,155.589,64.33,,,,,
T,41.941214539,-109.753926583,1935.1,0.9,155.718,128.36,,,,,
T,41.936022621,-109.760620119,1929.9,-0.7,156.518,800.43,,,,,
T,41.933551719,-109.763295120,1930.6,0.2,156.871,352.90,,,,,
T,41.930998089,-109.765098402,1927.2,-1.1,157.192,320.65,,,,,
T,41.930732047,-109.765246678,1927.2,-0.1,157.224,32.01,,,,,
T,41.926728850,-109.767466206,1927.3,0.0,157.705,481.25,,,,,
T,41.923260922,-109.769362193,1930.5,0.8,158.121,416.06,,,,,
T,41.922461037,-109.769802829,1936.5,6.3,158.217,96.07,,,,,
T,41.917383280,-109.772613449,1934.9,-0.3,158.827,610.29,,,,,
T,41.911247140,-109.776015496,1933.0,-0.3,159.565,737.68,,,,,
T,41.906712614,-109.778528642,1931.5,-0.3,160.110,545.11,,,,,
T,41.902821735,-109.781061150,1930.2,-0.3,160.591,480.54,,,,,
T,41.899688663,-109.783817623,1929.2,-0.3,161.007,416.43,,,,,
T,41.896216208,-109.787266692,1928.1,-0.2,161.487,480.29,,,,,
T,41.891152281,-109.792384766,1925.7,-0.3,162.192,704.81,,,,,
T,41.889856355,-109.793931981,1925.0,-0.4,162.385,192.89,,,,,
T,41.889025709,-109.795018695,1924.8,-0.1,162.514,129.02,,,,,
T,41.888030106,-109.796420317,1912.7,-7.5,162.675,160.50,,,,,
T,41.886729319,-109.798477152,1912.5,-0.1,162.898,223.64,,,,,
T,41.884383056,-109.802869186,1909.3,-0.7,163.346,448.11,,,,,
T,41.881599761,-109.808277106,1909.2,-0.0,163.891,545.03,,,,,
T,41.878993995,-109.813823998,1916.7,1.4,164.435,543.84,,,,,
T,41.878314894,-109.816766297,1917.8,0.4,164.691,255.62,,,,,
T,41.876784945,-109.825810036,1918.4,0.1,165.461,769.71,,,,,
T,41.876007691,-109.830322852,1918.4,0.0,165.845,384.43,,,,,
T,41.874198457,-109.840854881,1921.6,0.4,166.742,897.09,,,,,
T,41.872451501,-109.851022717,1922.1,0.1,167.608,866.10,,,,,
T,41.871776087,-109.853532761,1922.3,0.1,167.830,221.47,,,,,
T,41.871271077,-109.854669431,1922.4,0.1,167.939,109.78,,,,,
T,41.870640255,-109.855737286,1922.5,0.1,168.052,113.00,,,,,
T,41.869510710,-109.857111666,1922.7,0.1,168.222,169.58,,,,,
T,41.868392313,-109.858214976,1923.0,0.2,168.376,154.34,,,,,
T,41.868120488,-109.858522424,1923.1,0.2,168.416,39.54,,,,,
T,41.868118057,-109.858523849,1923.1,0.0,168.416,0.29,,,,,
T,41.868111519,-109.858565172,1923.1,-0.1,168.420,3.51,,,,,
T,41.868212940,-109.858825933,1923.1,0.0,168.444,24.40,,,,,
T,41.868875278,-109.859959250,1923.1,-0.0,168.564,119.44,,,,,
T,41.869774908,-109.861578718,1923.1,0.0,168.731,167.51,,,,,
T,41.871070918,-109.863917856,1923.1,0.0,168.973,241.73,,,,,
T,41.872698180,-109.866801733,1924.5,0.5,169.273,299.97,,,,,
T,41.873221630,-109.867735729,1926.2,1.7,169.370,96.91,,,,,
T,41.874091337,-109.869284201,1932.9,4.2,169.530,160.80,,,,,
T,41.874616798,-109.870212330,1933.6,0.7,169.627,96.66,,,,,
T,41.878286395,-109.876731271,1936.8,0.5,170.305,677.47,,,,,
T,41.882100077,-109.883544501,1937.1,0.0,171.011,706.58,,,,,
T,41.886431845,-109.891270772,1940.2,0.4,171.813,801.71,,,,,
T,41.886777850,-109.891884159,1942.8,4.1,171.877,63.79,,,,,
T,41.887291577,-109.892809857,1943.3,0.5,171.972,95.70,,,,,
T,41.887987610,-109.894040823,1943.9,0.5,172.100,128.12,,,,,
T,41.892504198,-109.902091809,1946.8,0.3,172.936,835.54,,,,,
T,41.897526048,-109.911061702,1947.6,0.1,173.866,930.18,,,,,
T,41.902026208,-109.919090224,1950.5,0.4,174.699,832.87,,,,,
T,41.906183632,-109.926522039,1952.2,0.2,175.469,770.39,,,,,
T,41.909645861,-109.932708135,1953.6,0.2,176.111,641.34,,,,,
T,41.911199111,-109.935484724,1955.2,0.6,176.399,287.81,,,,,
T,41.912230924,-109.937333856,1960.8,3.0,176.590,191.49,,,,,
T,41.912920251,-109.938567672,1964.4,2.8,176.718,127.83,,,,,
T,41.913960949,-109.940423174,1968.2,2.0,176.910,192.51,,,,,
T,41.914482303,-109.941347949,1970.1,1.9,177.007,96.12,,,,,
T,41.915351506,-109.942893572,1971.8,1.1,177.167,160.51,,,,,
T,41.917770775,-109.947226345,1976.7,1.1,177.616,448.78,,,,,
T,41.918282323,-109.948144080,1980.9,4.5,177.711,95.00,,,,,
T,41.918796804,-109.949065251,1985.6,5.0,177.806,95.42,,,,,
T,41.919317907,-109.949993379,1986.3,0.7,177.903,96.32,,,,,
T,41.919664582,-109.950615400,1985.6,-1.0,177.967,64.38,,,,,
T,41.920184176,-109.951549396,1987.3,1.8,178.064,96.61,,,,,
T,41.921567693,-109.954015520,1994.5,2.8,178.319,255.86,,,,,
T,41.922083851,-109.954943899,1996.2,1.8,178.415,96.01,,,,,
T,41.922955569,-109.956497485,1997.8,1.0,178.577,161.19,,,,,
T,41.927482635,-109.964525169,2000.8,0.4,179.411,834.40,,,,,
T,41.929839626,-109.967938447,2000.8,-0.0,179.797,385.60,,,,,
T,41.935409401,-109.975777455,2002.3,0.2,180.694,897.45,,,,,
T,41.937154178,-109.978866521,2001.4,-0.3,181.015,321.23,,,,,
T,41.937987674,-109.980466627,1999.0,-1.5,181.177,161.80,,,,,
T,41.938484050,-109.981429288,1994.1,-5.1,181.274,97.02,,,,,
T,41.938979588,-109.982384825,1989.6,-4.7,181.371,96.48,,,,,
T,41.939477054,-109.983340194,1981.7,-8.2,181.467,96.59,,,,,
T,41.939809900,-109.983976129,1979.4,-3.5,181.532,64.41,,,,,
T,41.940304348,-109.984925631,1978.0,-1.5,181.628,96.00,,,,,
T,41.941226022,-109.986881213,1971.2,-3.5,181.819,191.78,,,,,
T,41.941873943,-109.988610065,1968.1,-1.9,181.980,160.42,,,,,
T,41.941989530,-109.988963110,1968.7,1.8,182.012,31.97,,,,,
T,41.942868372,-109.992605634,1972.2,1.1,182.329,317.44,,,,,
T,41.943119578,-109.994502291,1973.8,1.0,182.489,159.74,,,,,
T,41.943534147,-109.998443462,1978.0,1.3,182.819,330.05,,,,,
T,41.944006216,-110.002763327,1977.9,-0.0,183.181,362.04,,,,,
T,41.944520110,-110.005771928,1977.3,-0.2,183.437,255.93,,,,,
T,41.945470786,-110.008164458,1976.7,-0.3,183.662,224.74,,,,,
T,41.948822038,-110.014472259,1977.6,0.1,184.304,641.97,,,,,
T,41.950435219,-110.018130625,1980.1,0.7,184.656,352.31,,,,,
T,41.951264776,-110.021008132,1982.7,1.0,184.912,255.76,,,,,
T,41.953276349,-110.029062973,1985.3,0.4,185.616,704.23,,,,,
T,41.953457314,-110.029792953,1986.1,1.2,185.680,63.77,,,,,
T,41.954188971,-110.032724943,1990.7,1.8,185.936,256.32,,,,,
T,41.954929512,-110.035653915,1995.8,2.0,186.192,256.39,,,,,
T,41.955795195,-110.038528154,1996.6,0.3,186.449,256.97,,,,,
T,41.956135081,-110.039603971,1995.2,-1.5,186.546,96.85,,,,,
T,41.956921388,-110.042115273,1991.7,-1.5,186.772,225.78,,,,,
T,41.957594622,-110.044242935,1993.9,1.1,186.964,191.59,,,,,
T,41.958484864,-110.047089346,1999.8,2.3,187.220,255.86,,,,,
T,41.958709918,-110.047802813,1998.6,-1.8,187.284,64.21,,,,,
T,41.959159607,-110.049223630,2000.1,1.2,187.412,127.94,,,,,
T,41.959271338,-110.049579022,2001.1,3.1,187.444,31.97,,,,,
T,41.961053833,-110.054437257,2000.4,-0.2,187.892,448.79,,,,,
T,41.962473057,-110.056352019,2002.9,1.1,188.116,223.71,,,,,
T,41.963441838,-110.057219630,1999.0,-3.0,188.246,129.43,,,,,
T,41.963698910,-110.057407971,1997.8,-3.7,188.278,32.54,,,,,
T,41.964498125,-110.057885656,1994.1,-3.8,188.375,97.20,,,,,
T,41.965048062,-110.058137113,1992.0,-3.2,188.440,64.54,,,,,
T,41.965601854,-110.058357306,1989.4,-4.0,188.504,64.16,,,,,
T,41.966424035,-110.058684535,1989.6,0.2,188.599,95.27,,,,,
T,41.971437251,-110.060503660,1983.4,-1.1,189.176,576.89,,,,,
T,41.972563276,-110.060880845,1979.4,-3.1,189.305,128.92,,,,,
T,41.975928024,-110.061720377,1985.3,1.5,189.685,380.15,,,,,
T,41.977349762,-110.061618285,1988.3,1.9,189.843,158.14,,,,,
T,41.979280450,-110.061481744,1988.4,0.0,190.058,214.75,,,,,
T,41.980089303,-110.061467495,1987.4,-1.2,190.148,89.85,,,,,
T,41.980256941,-110.061467159,1987.1,-1.5,190.167,18.62,,,,,
T,41.980255851,-110.061569335,1987.3,2.2,190.175,8.47,,,,,
T,41.980196843,-110.061736973,1987.7,2.5,190.190,15.36,,,,,
T,41.979864417,-110.063029546,1989.7,1.8,190.304,113.31,,,,,
T,41.979681188,-110.063718623,1991.5,3.0,190.364,60.63,,,,,
T,41.979471557,-110.064506521,1994.7,4.7,190.434,69.33,,,,,
T,41.979269301,-110.065256450,1997.5,4.2,190.500,66.09,,,,,
T,41.979082217,-110.065849973,1998.5,1.8,190.553,53.40,,,,,
T,41.978885578,-110.066562938,2000.6,3.5,190.616,63.00,,,,,
T,41.978746606,-110.067065349,2002.0,3.0,190.661,44.41,,,,,
T,41.978591457,-110.067614196,2003.5,3.1,190.709,48.64,,,,,
T,41.978362296,-110.068418691,2005.3,2.6,190.781,71.37,,,,,
T,41.978107235,-110.069305161,2009.2,4.9,190.859,78.74,,,,,
T,41.977709094,-110.070489440,2012.7,3.2,190.967,107.65,,,,,
T,41.976580052,-110.073116245,2009.7,-1.2,191.218,251.25,,,,,
T,41.976145031,-110.073960805,2005.6,-4.9,191.303,85.06,,,,,
T,41.975996671,-110.074248137,2004.1,-5.1,191.332,28.96,,,,,
T,41.974187857,-110.077788988,2009.6,1.6,191.688,355.66,,,,,
T,41.973528452,-110.079069240,2013.7,3.2,191.817,128.94,,,,,
T,41.973361736,-110.079391860,2013.8,0.4,191.849,32.53,,,,,
T,41.971071381,-110.083867712,2016.3,0.5,192.299,449.83,,,,,
T,41.970424634,-110.085132960,2022.1,4.6,192.426,127.12,,,,,
T,41.969939573,-110.086089419,2026.0,4.1,192.522,95.85,,,,,
T,41.969449734,-110.087043866,2029.7,3.9,192.618,96.02,,,,,
T,41.967465822,-110.090911444,2026.6,-0.8,193.007,389.02,,,,,
T,41.966162603,-110.093468679,2025.1,-0.6,193.264,256.69,,,,,
T,41.964862905,-110.096004624,2026.5,0.5,193.519,255.01,,,,,
T,41.964035192,-110.097615290,2019.5,-4.3,193.681,162.11,,,,,
T,41.963550383,-110.098582311,2018.4,-1.1,193.778,96.57,,,,,
T,41.962994160,-110.099925427,2016.0,-1.9,193.905,127.33,,,,,
T,41.962458976,-110.102109667,2012.9,-1.6,194.096,190.58,,,,,
T,41.962404745,-110.102486936,2012.0,-2.8,194.127,31.85,,,,,
T,41.962300893,-110.104800928,2007.7,-2.3,194.320,192.18,,,,,
T,41.962392591,-110.107127745,2004.0,-1.9,194.513,193.16,,,,,
T,41.962439613,-110.108290231,2002.7,-1.4,194.609,96.51,,,,,
T,41.962507507,-110.110224355,2000.4,-1.4,194.770,160.52,,,,,
T,41.962560900,-110.111765787,1998.6,-1.4,194.898,127.92,,,,,
T,41.962772207,-110.117555587,1998.5,-0.0,195.378,480.54,,,,,
T,41.962896176,-110.121415453,1999.9,0.5,195.698,320.27,,,,,
T,41.963064652,-110.126052406,2003.7,1.0,196.083,384.85,,,,,
T,41.963279648,-110.132635888,1999.9,-0.7,196.630,546.28,,,,,
T,41.963333292,-110.134191401,1996.0,-3.1,196.759,129.09,,,,,
T,41.963386266,-110.135746663,1989.9,-4.7,196.888,129.06,,,,,
T,41.963432450,-110.137294885,1985.7,-3.3,197.016,128.45,,,,,
T,41.963444101,-110.137681207,1985.5,-0.7,197.048,32.05,,,,,
T,41.963473353,-110.138454940,1983.8,-2.7,197.113,64.22,,,,,
T,41.963533452,-110.140383784,1982.6,-0.8,197.273,160.04,,,,,
T,41.963724308,-110.146144666,1984.2,0.3,197.751,478.04,,,,,
T,41.963836625,-110.149605051,1989.7,1.9,198.038,287.13,,,,,
T,41.963872751,-110.150750102,1993.0,3.5,198.133,95.01,,,,,
T,41.963885240,-110.151133072,1994.5,4.6,198.164,31.78,,,,,
T,41.963923043,-110.152284913,1999.3,5.1,198.260,95.58,,,,,
T,41.963960426,-110.153444130,2000.8,1.5,198.356,96.19,,,,,
T,41.964266868,-110.162738571,2003.4,0.3,199.127,771.24,,,,,
T,41.964492677,-110.169692282,2004.6,0.2,199.704,576.99,,,,,
T,41.964583704,-110.172398966,2005.9,0.6,199.929,224.60,,,,,
T,41.964732818,-110.177012617,2009.8,1.0,200.312,382.81,,,,,
T,41.964794509,-110.178823527,2012.2,1.6,200.462,150.27,,,,,
T,41.964805322,-110.179198450,2012.7,1.8,200.493,31.10,,,,,
T,41.964889225,-110.181897003,2014.2,0.7,200.717,223.89,,,,,
T,41.964988634,-110.184995793,2014.9,0.2,200.974,257.12,,,,,
T,41.965129701,-110.189246843,2017.7,0.8,201.327,352.74,,,,,
T,41.965207821,-110.191553794,2020.8,1.6,201.518,191.43,,,,,
T,41.965274792,-110.193473082,2024.1,2.1,201.678,159.27,,,,,
T,41.965364898,-110.196173983,2028.0,1.7,201.902,224.12,,,,,
T,41.965491884,-110.200447496,2024.7,-0.9,202.256,354.54,,,,,
T,41.965616690,-110.203933949,2020.9,-1.3,202.546,289.34,,,,,
T,41.965630855,-110.204321025,2020.7,-0.5,202.578,32.13,,,,,
T,41.965730600,-110.207418054,2016.2,-1.7,202.835,256.97,,,,,
T,41.965968646,-110.209316891,2013.1,-2.0,202.994,159.61,,,,,
T,41.966063110,-110.209682258,2012.9,-0.6,203.026,32.05,,,,,
T,41.966756377,-110.211356124,2009.0,-2.5,203.185,158.69,,,,,
T,41.967197517,-110.212074034,2008.2,-1.0,203.262,77.09,,,,,
T,41.967448303,-110.212415345,2009.3,2.8,203.302,39.70,,,,,
T,41.968062278,-110.213071816,2010.1,0.9,203.389,87.25,,,,,
T,41.968141738,-110.213135853,2010.1,-0.6,203.400,10.30,,,,,
T,41.968176523,-110.213224366,2010.1,0.6,203.408,8.29,,,,,
T,41.968021458,-110.213684281,2011.6,3.6,203.450,41.83,,,,,
T,41.967773438,-110.214071106,2013.0,3.2,203.492,42.27,,,,,
T,41.967068352,-110.215268293,2016.8,3.0,203.618,126.42,,,,,
T,41.966835586,-110.215659644,2017.9,2.8,203.660,41.48,,,,,
T,41.966056405,-110.216978705,2018.9,0.7,203.799,139.45,,,,,
