type,latitude,longitude,altitude (m),slope (%),distance (km),distance_interval (m),color,width,opacity,name,desc
T,42.735529114,-105.035079969,1523.8,-0.9,199.275,177.18,,,,,
T,42.734146435,-105.037097661,1519.4,-1.9,199.501,225.60,,,,,
T,42.732761828,-105.039116023,1518.6,-0.4,199.726,225.78,,,,,
T,42.730254717,-105.042770365,1519.0,0.1,200.135,408.82,,,,,
T,42.729536220,-105.043818941,1519.1,0.0,200.253,117.24,,,,,
T,42.729194742,-105.044329986,1518.8,-0.5,200.309,56.49,,,,,
T,42.728183549,-105.046005193,1514.0,-2.7,200.486,177.32,,,,,
T,42.727807872,-105.046790578,1512.2,-2.4,200.563,76.68,,,,,
T,42.727664625,-105.047076987,1511.3,-3.1,200.591,28.35,,,,,
T,42.727626152,-105.047151167,1511.0,-4.5,200.599,7.43,,,,,
T,42.727264473,-105.047930600,1507.7,-4.4,200.674,75.43,,,,,
T,42.726845210,-105.048933160,1508.7,1.1,200.769,94.40,,,,,
T,42.725697393,-105.051643532,1512.3,1.4,201.025,256.00,,,,,
T,42.724736743,-105.053904466,1506.7,-2.6,201.238,213.73,,,,,
T,42.724230727,-105.055090925,1505.9,-0.8,201.351,112.26,,,,,
T,42.724096617,-105.055385297,1502.4,-12.2,201.379,28.34,,,,,
T,42.723496053,-105.056530349,1499.5,-2.5,201.494,115.09,,,,,
T,42.722798428,-105.057600215,1496.8,-2.3,201.611,116.98,,,,,
T,42.722611511,-105.057854690,1496.4,-1.6,201.640,29.42,,,,,
T,42.721167561,-105.059447586,1493.8,-1.2,201.847,206.77,,,,,
T,42.718346883,-105.061847577,1491.9,-0.5,202.217,369.90,,,,,
T,42.716406472,-105.063472660,1492.8,0.3,202.470,253.35,,,,,
T,42.714240421,-105.065326402,1486.6,-2.2,202.755,284.53,,,,,
T,42.712184507,-105.067381812,1483.9,-1.0,203.039,283.74,,,,,
T,42.710951110,-105.069495728,1483.1,-0.4,203.260,220.82,,,,,
T,42.709745290,-105.072123287,1482.5,-0.2,203.513,253.53,,,,,
T,42.708385577,-105.075064497,1479.0,-1.2,203.797,284.39,,,,,
T,42.706425469,-105.079314709,1476.5,-0.6,204.208,410.68,,,,,
T,42.706273925,-105.079641100,1476.4,-0.5,204.240,31.60,,,,,
T,42.705668500,-105.080947168,1474.4,-1.6,204.366,126.38,,,,,
T,42.703557769,-105.085523352,1469.7,-1.1,204.808,442.21,,,,,
T,42.703407230,-105.085850079,1469.7,0.1,204.840,31.56,,,,,
T,42.700379267,-105.092373881,1464.6,-0.8,205.471,631.55,,,,,
T,42.699923711,-105.093353894,1464.1,-0.6,205.566,94.92,,,,,
T,42.698721997,-105.095970556,1461.8,-0.9,205.819,252.57,,,,,
T,42.696304070,-105.100705912,1459.6,-0.5,206.291,471.91,,,,,
T,42.696100557,-105.100972205,1459.4,-0.7,206.322,31.42,,,,,
T,42.694491567,-105.102540962,1458.3,-0.5,206.542,220.16,,,,,
T,42.689382294,-105.106828641,1462.5,0.6,207.210,667.53,,,,,
T,42.689137459,-105.107035590,1462.2,-0.7,207.242,32.05,,,,,
T,42.688156022,-105.107858526,1464.0,1.4,207.370,128.20,,,,,
T,42.684970228,-105.110531347,1465.2,0.3,207.786,416.21,,,,,
T,42.681586202,-105.113378512,1464.3,-0.2,208.229,442.46,,,,,
T,42.679678481,-105.114986412,1458.3,-2.4,208.478,249.56,,,,,
T,42.678011656,-105.116384681,1459.1,0.4,208.696,217.76,,,,,
T,42.677296093,-105.116988597,1458.7,-0.4,208.790,93.64,,,,,
T,42.675011186,-105.119340811,1458.1,-0.2,209.109,318.75,,,,,
T,42.673080247,-105.122234914,1452.0,-1.9,209.428,319.83,,,,,
T,42.671573767,-105.125563871,1457.9,1.8,209.749,320.11,,,,,
T,42.670535585,-105.129186865,1452.4,-1.7,210.067,318.60,,,,,
T,42.668585284,-105.137480339,1459.4,1.0,210.781,713.56,,,,,
T,42.667658245,-105.141415056,1445.4,-4.1,211.119,338.60,,,,,
T,42.667487925,-105.142129026,1450.0,7.5,211.181,61.51,,,,,
T,42.667151391,-105.143559231,1449.3,-0.6,211.304,123.06,,,,,
T,42.667066064,-105.143917138,1447.2,-7.0,211.335,30.83,,,,,
T,42.666893061,-105.144632114,1443.2,-6.4,211.396,61.68,,,,,
T,42.666807566,-105.144989183,1440.4,-9.1,211.427,30.77,,,,,
T,42.666553510,-105.146055110,1437.6,-3.1,211.519,91.83,,,,,
T,42.666217312,-105.147475759,1434.1,-2.9,211.641,122.31,,,,,
T,42.664873693,-105.153092137,1434.5,0.1,212.125,484.03,,,,,
T,42.664272543,-105.155154001,1435.9,0.7,212.307,181.75,,,,,
T,42.663945146,-105.156229148,1436.4,0.6,212.402,95.35,,,,,
T,42.663446674,-105.157806538,1436.5,0.1,212.543,140.68,,,,,
T,42.663089605,-105.159041695,1436.4,-0.1,212.652,108.76,,,,,
T,42.662636312,-105.160602657,1435.9,-0.4,212.789,137.53,,,,,
T,42.661425294,-105.164650949,1431.4,-1.3,213.148,358.13,,,,,
T,42.660987927,-105.166101437,1431.3,-0.0,213.276,128.46,,,,,
T,42.659995090,-105.169409523,1430.5,-0.3,213.569,292.79,,,,,
T,42.658590618,-105.174063323,1427.5,-0.7,213.981,412.23,,,,,
T,42.656741403,-105.180314379,1427.2,-0.1,214.533,552.17,,,,,
T,42.656531688,-105.181266731,1427.2,-0.0,214.615,81.49,,,,,
T,42.656400846,-105.182490740,1426.8,-0.3,214.716,101.41,,,,,
T,42.656400511,-105.183085604,1427.9,2.2,214.765,48.78,,,,,
T,42.656484917,-105.184544055,1433.6,4.7,214.885,119.95,,,,,
T,42.656505955,-105.184830381,1433.9,1.2,214.908,23.59,,,,,
T,42.656569993,-105.185693046,1436.0,2.9,214.979,71.09,,,,,
T,42.656805273,-105.189704374,1445.5,2.9,215.309,329.94,,,,,
T,42.656775098,-105.192470150,1449.9,1.9,215.536,226.80,,,,,
T,42.656743750,-105.195997255,1450.7,0.3,215.825,289.22,,,,,
T,42.656880626,-105.200625826,1452.5,0.5,216.205,379.82,,,,,
T,42.656910801,-105.201502321,1453.4,1.3,216.277,71.94,,,,,
T,42.656929744,-105.202015210,1453.6,0.5,216.319,42.11,,,,,
T,42.657021442,-105.204813425,1454.1,0.2,216.549,229.66,,,,,
T,42.657024460,-105.204953402,1454.2,1.3,216.560,11.48,,,,,
T,42.657030327,-105.205084579,1454.4,1.4,216.571,10.78,,,,,
T,42.657255298,-105.205489090,1455.0,1.5,216.613,41.53,,,,,
T,42.658207901,-105.205749432,1456.3,1.3,216.721,107.95,,,,,
T,42.660219055,-105.206362819,1459.4,1.3,216.950,229.00,,,,,
T,42.661807342,-105.207447019,1459.4,0.0,217.147,197.56,,,,,
T,42.663801312,-105.208813688,1458.4,-0.4,217.396,248.23,,,,,
T,42.665924700,-105.210266272,1456.2,-0.9,217.660,264.24,,,,,
T,42.667485913,-105.211350638,1454.7,-0.8,217.855,194.89,,,,,
T,42.668397445,-105.212048516,1452.9,-1.5,217.971,116.30,,,,,
T,42.669722540,-105.213449132,1456.7,2.0,218.158,186.68,,,,,
T,42.670524605,-105.214320095,1461.7,4.4,218.272,114.18,,,,,
T,42.671326669,-105.215188544,1465.6,3.4,218.386,114.05,,,,,
T,42.671925388,-105.215843087,1470.5,5.8,218.471,85.45,,,,,
T,42.672325456,-105.216277605,1474.5,7.0,218.528,56.95,,,,,
T,42.672724435,-105.216710279,1477.2,4.7,218.585,56.77,,,,,
T,42.673322149,-105.217356356,1481.2,4.7,218.670,84.93,,,,,
T,42.673925227,-105.218002517,1485.8,5.4,218.755,85.40,,,,,
T,42.674528556,-105.218655635,1486.6,0.9,218.841,85.78,,,,,
T,42.675129287,-105.219308836,1489.9,3.9,218.927,85.56,,,,,
T,42.675729683,-105.219958350,1494.6,5.5,219.012,85.34,,,,,
T,42.676318344,-105.220639966,1496.1,1.7,219.098,86.01,,,,,
T,42.677853154,-105.223022355,1495.6,-0.2,219.357,259.23,,,,,
T,42.680315757,-105.227057235,1492.8,-0.6,219.786,429.20,,,,,
T,42.683425527,-105.232150666,1487.8,-0.9,220.328,541.86,,,,,
T,42.684085937,-105.233220449,1486.3,-1.3,220.443,114.32,,,,,
T,42.685558638,-105.235621026,1483.5,-1.1,220.699,255.87,,,,,
T,42.688182760,-105.239902753,1476.9,-1.5,221.155,456.19,,,,,
T,42.689160006,-105.241483832,1484.6,4.5,221.324,169.04,,,,,
T,42.689484386,-105.242009377,1486.3,3.1,221.380,56.16,,,,,
T,42.690300280,-105.243341010,1491.9,3.9,221.522,141.86,,,,,
T,42.690628348,-105.243879212,1491.5,-0.7,221.579,57.21,,,,,
T,42.693900392,-105.249226699,1490.9,-0.1,222.148,569.34,,,,,
T,42.694549821,-105.250291452,1496.9,5.3,222.262,113.21,,,,,
T,42.694877386,-105.250827223,1497.5,1.0,222.319,57.02,,,,,
T,42.696353691,-105.253237858,1501.7,1.6,222.575,256.74,,,,,
T,42.697498743,-105.255116830,1504.2,1.3,222.775,199.71,,,,,
T,42.698642118,-105.256988257,1505.6,0.7,222.974,199.11,,,,,
T,42.699132878,-105.257791327,1506.1,0.6,223.060,85.45,,,,,
T,42.700153794,-105.259346925,1510.6,2.6,223.230,170.61,,,,,
T,42.700676657,-105.260112863,1512.5,2.2,223.316,85.51,,,,,
T,42.703819368,-105.264673457,1518.0,1.1,223.827,511.38,,,,,
T,42.704514144,-105.265679201,1522.5,4.0,223.940,112.90,,,,,
T,42.705040360,-105.266440194,1524.4,2.2,224.025,85.47,,,,,
T,42.705914341,-105.267711477,1528.5,2.9,224.168,142.39,,,,,
T,42.706611129,-105.268724682,1529.8,1.2,224.281,113.50,,,,,
T,42.707314622,-105.269744089,1532.4,2.3,224.396,114.38,,,,,
T,42.708505271,-105.271735964,1534.7,1.1,224.606,210.06,,,,,
T,42.708677435,-105.272084400,1536.2,4.2,224.640,34.36,,,,,
T,42.709272467,-105.272513134,1536.3,0.2,224.715,74.85,,,,,
T,42.709672451,-105.272256732,1536.3,0.0,224.764,49.15,,,,,
T,42.710377285,-105.271997731,1535.7,-0.8,224.845,81.12,,,,,
T,42.710752795,-105.272566276,1535.8,0.2,224.908,62.53,,,,,
T,42.711165855,-105.273751896,1536.9,1.0,225.015,107.42,,,,,
T,42.711581681,-105.274942964,1541.2,4.0,225.123,107.96,,,,,
T,42.711924082,-105.275927251,1544.1,3.2,225.212,89.15,,,,,
T,42.712381650,-105.277061490,1545.7,1.5,225.318,105.91,,,,,
T,42.712862603,-105.277844276,1547.3,2.0,225.402,83.47,,,,,
T,42.713530390,-105.278819092,1549.9,2.4,225.511,109.00,,,,,
T,42.714657336,-105.281044906,1551.8,0.9,225.732,221.17,,,,,
T,42.715359069,-105.283649163,1550.4,-0.6,225.959,227.13,,,,,
T,42.715596361,-105.285355635,1550.4,0.0,226.101,142.25,,,,,
T,42.715777159,-105.286708726,1561.7,10.0,226.214,112.64,,,,,
T,42.715913113,-105.287728803,1563.4,2.0,226.299,84.91,,,,,
T,42.716049152,-105.288753658,1564.7,1.6,226.384,85.30,,,,,
T,42.716093073,-105.289096562,1565.2,1.7,226.413,28.51,,,,,
T,42.716315780,-105.290823737,1567.0,1.2,226.556,143.63,,,,,
T,42.716627419,-105.293246610,1560.4,-3.3,226.758,201.47,,,,,
T,42.716760021,-105.294272723,1555.4,-5.9,226.843,85.33,,,,,
T,42.716939142,-105.295632351,1558.1,2.4,226.956,113.14,,,,,
T,42.717708098,-105.299991192,1561.0,0.8,227.323,367.13,,,,,
T,42.718112608,-105.301629854,1558.9,-1.4,227.465,141.55,,,,,
T,42.718515694,-105.303271031,1562.1,2.2,227.607,141.69,,,,,
T,42.718759943,-105.304256491,1566.6,5.3,227.692,85.16,,,,,
T,42.719085831,-105.305575300,1582.4,13.8,227.806,113.93,,,,,
T,42.719324715,-105.306548607,1578.0,-5.2,227.890,84.03,,,,,
T,42.719487324,-105.307156127,1573.4,-8.8,227.943,52.94,,,,,
T,42.720328700,-105.308522796,1572.8,-0.4,228.088,145.83,,,,,
T,42.720512515,-105.308682304,1572.5,-1.1,228.113,24.24,,,,,
T,42.722848048,-105.310602011,1566.2,-2.1,228.416,303.38,,,,,
T,42.723944066,-105.312067503,1566.7,0.3,228.587,170.97,,,,,
T,42.724689385,-105.313502317,1564.8,-1.3,228.731,143.76,,,,,
T,42.725280225,-105.314657092,1558.3,-5.7,228.846,115.12,,,,,
T,42.725718515,-105.315516070,1555.5,-3.2,228.931,85.56,,,,,
T,42.727402775,-105.318987686,1553.5,-0.6,229.272,340.37,,,,,
T,42.728168629,-105.321199838,1551.6,-1.0,229.472,200.16,,,,,
T,42.728478005,-105.322154704,1549.3,-2.6,229.557,85.42,,,,,
T,42.729207985,-105.324387476,1544.8,-2.3,229.757,200.03,,,,,
T,42.729525575,-105.325345108,1543.0,-2.1,229.843,86.00,,,,,
T,42.730054976,-105.326923840,1539.8,-2.3,229.985,142.04,,,,,
T,42.730498631,-105.328178359,1536.3,-3.1,230.099,113.95,,,,,
T,42.730851173,-105.329121491,1532.4,-4.4,230.186,86.60,,,,,
T,42.731205728,-105.330071915,1527.8,-5.3,230.273,87.23,,,,,
T,42.731440254,-105.330699468,1524.3,-6.0,230.331,57.62,,,,,
T,42.731763963,-105.331566073,1522.0,-2.8,230.410,79.56,,,,,
T,42.731953477,-105.332067311,1522.3,0.5,230.457,46.13,,,,,
T,42.732849419,-105.334448442,1520.9,-0.6,230.675,218.93,,,,,
T,42.734482968,-105.338704018,1516.8,-1.1,231.068,392.91,,,,,
T,42.734802738,-105.339562492,1515.8,-1.3,231.147,78.77,,,,,
T,42.735127034,-105.340410154,1511.7,-5.2,231.225,78.21,,,,,
T,42.735600946,-105.341699459,1507.4,-3.7,231.343,117.98,,,,,
T,42.735917531,-105.342559107,1505.9,-2.0,231.422,78.69,,,,,
T,42.736396892,-105.343843214,1504.1,-1.5,231.540,117.87,,,,,
T,42.736715153,-105.344696157,1501.7,-3.0,231.618,78.28,,,,,
T,42.737438344,-105.346597508,1498.1,-2.1,231.793,175.20,,,,,
T,42.737513445,-105.346800266,1497.7,-2.1,231.812,18.58,,,,,
T,42.737725005,-105.347370571,1496.3,-2.6,231.864,52.28,,,,,
T,42.738424055,-105.349278292,1492.7,-2.1,232.039,174.45,,,,,
T,42.738560177,-105.349632176,1492.9,0.7,232.071,32.69,,,,,
T,42.739043729,-105.350869931,1489.2,-3.3,232.186,114.71,,,,,
T,42.739090165,-105.350971688,1488.8,-4.2,232.196,9.80,,,,,
T,42.739154287,-105.351133291,1487.9,-5.6,232.211,15.03,,,,,
T,42.739149844,-105.351119628,1488.0,6.1,232.212,1.22,,,,,
T,42.739194939,-105.351239657,1487.2,-6.8,232.223,11.03,,,,,
T,42.739547733,-105.352267781,1486.3,-1.0,232.316,92.86,,,,,
T,42.740485165,-105.354788220,1487.5,0.5,232.547,231.17,,,,,
T,42.742082840,-105.359090064,1487.6,0.0,232.942,394.43,,,,,
T,42.742507551,-105.360181471,1487.2,-0.4,233.043,101.06,,,,,
T,42.743556965,-105.362007134,1484.8,-1.3,233.232,189.57,,,,,
T,42.745819157,-105.365185719,1481.6,-0.9,233.594,361.78,,,,,
T,42.747979425,-105.368256429,1481.2,-0.1,233.942,347.56,,,,,
T,42.748435736,-105.369596528,1480.8,-0.4,234.062,120.86,,,,,
T,42.748514274,-105.370751554,1479.2,-1.6,234.157,94.97,,,,,
T,42.748513939,-105.374353761,1475.3,-1.3,234.452,294.92,,,,,
T,42.748520393,-105.378295351,1470.7,-1.4,234.775,322.71,,,,,
T,42.748535648,-105.381423142,1470.1,-0.2,235.031,256.09,,,,,
T,42.748540593,-105.382211041,1469.6,-0.8,235.096,64.51,,,,,
T,42.748488961,-105.382570373,1469.3,-1.0,235.126,29.97,,,,,
T,42.748470018,-105.384366531,1468.2,-0.7,235.273,147.07,,,,,
T,42.748463312,-105.385572771,1466.6,-1.6,235.371,98.76,,,,,
T,42.748569008,-105.387923391,1464.3,-1.2,235.564,192.81,,,,,
T,42.748623239,-105.391210103,1460.4,-1.4,235.833,269.16,,,,,
T,42.749119448,-105.393075412,1458.1,-1.4,235.996,162.36,,,,,
T,42.750010025,-105.395607669,1460.2,0.9,236.226,229.71,,,,,
T,42.751030102,-105.396963777,1462.4,1.4,236.384,158.64,,,,,
T,42.751469398,-105.398196755,1463.5,1.0,236.496,112.12,,,,,
T,42.751548188,-105.399733912,1464.2,0.6,236.622,126.15,,,,,
T,42.751524299,-105.402023178,1465.9,0.9,236.810,187.44,,,,,
T,42.751478199,-105.405669389,1469.5,1.2,237.108,298.55,,,,,
T,42.751477528,-105.406203736,1470.0,1.1,237.152,43.75,,,,,
T,42.751488257,-105.406270037,1470.0,0.2,237.158,5.56,,,,,
T,42.751628151,-105.406338600,1470.0,-0.4,237.174,16.52,,,,,
T,42.752778148,-105.406322088,1470.4,0.3,237.302,127.76,,,,,
T,42.754919557,-105.406434238,1472.6,0.9,237.540,238.06,,,,,
T,42.756533157,-105.406434070,1474.1,0.9,237.719,179.25,,,,,
T,42.758215573,-105.406438680,1476.7,1.4,237.906,186.90,,,,,
T,42.759414353,-105.406438596,1478.8,1.5,238.039,133.17,,,,,
T,42.760604583,-105.406495510,1481.2,1.8,238.172,132.30,,,,,
T,42.761852816,-105.406513279,1484.0,2.0,238.310,138.67,,,,,
T,42.762848502,-105.406593410,1485.1,1.0,238.421,110.80,,,,,
T,42.762931902,-105.407078387,1486.0,2.1,238.462,40.76,,,,,
T,42.762938105,-105.407812474,1487.3,2.2,238.522,60.09,,,,,
T,42.762938859,-105.408725934,1489.6,3.0,238.597,74.77,,,,,
T,42.762934836,-105.409573512,1493.5,5.6,238.666,69.38,,,,,
T,42.762924610,-105.410514465,1497.2,4.8,238.743,77.03,,,,,
T,42.762897117,-105.411187615,1500.8,6.5,238.798,55.18,,,,,
T,42.762826793,-105.411891108,1505.2,7.6,238.857,58.11,,,,,
T,42.762637865,-105.413369257,1503.6,-1.3,238.979,122.80,,,,,
T,42.762503084,-105.414485894,1509.2,6.1,239.072,92.62,,,,,
T,42.762360927,-105.415606890,1514.3,5.4,239.165,93.11,,,,,
T,42.762216590,-105.416736184,1518.2,4.2,239.259,93.82,,,,,
T,42.762132017,-105.417499691,1519.8,2.5,239.322,63.20,,,,,
T,42.762080636,-105.418659411,1524.9,5.4,239.417,95.10,,,,,
T,42.762409793,-105.420945575,1523.3,-0.9,239.608,190.67,,,,,
T,42.763236416,-105.422993777,1518.0,-2.8,239.799,191.15,,,,,
T,42.763785599,-105.423904555,1516.1,-2.0,239.895,96.33,,,,,
T,42.764338553,-105.424799239,1513.2,-3.1,239.991,95.58,,,,,
T,42.764899721,-105.425674897,1507.3,-6.1,240.086,94.99,,,,,
T,42.765610088,-105.426882226,1506.1,-1.0,240.212,126.46,,,,,
T,42.766051898,-105.427876823,1501.9,-4.4,240.307,95.06,,,,,
T,42.766459677,-105.428898996,1497.1,-5.1,240.403,95.14,,,,,
T,42.766743572,-105.429569716,1494.4,-4.3,240.466,63.31,,,,,
T,42.767297784,-105.430429112,1496.0,1.8,240.559,93.48,,,,,
T,42.767523760,-105.430652071,1495.9,-0.5,240.590,31.04,,,,,
T,42.768995287,-105.431838613,1487.7,-4.3,240.781,190.14,,,,,
T,42.769984938,-105.432626680,1484.1,-2.9,240.908,127.46,,,,,
T,42.770721708,-105.433224645,1483.3,-0.8,241.003,95.36,,,,,
T,42.773636766,-105.435566381,1488.6,1.4,241.380,376.29,,,,,
T,42.774362806,-105.436151018,1492.5,4.1,241.473,93.78,,,,,
T,42.775093373,-105.436743451,1496.6,4.4,241.568,94.54,,,,,
T,42.776075397,-105.437536631,1501.2,3.6,241.695,126.94,,,,,
T,42.776581077,-105.437902417,1498.9,-3.6,241.759,63.65,,,,,
T,42.777961828,-105.438436763,1493.8,-3.2,241.918,159.50,,,,,
T,42.778824242,-105.438459814,1489.3,-4.7,242.014,95.82,,,,,
T,42.779928725,-105.438144738,1486.1,-2.5,242.139,125.38,,,,,
T,42.780721905,-105.437711226,1485.6,-0.6,242.234,94.99,,,,,
T,42.782122186,-105.436875550,1488.1,1.5,242.404,169.92,,,,,
T,42.783741485,-105.436061416,1491.9,2.0,242.596,191.82,,,,,
T,42.785438821,-105.435851868,1481.4,-5.5,242.785,189.33,,,,,
T,42.786828121,-105.435859161,1480.3,-0.7,242.940,154.34,,,,,
T,42.787402533,-105.435862513,1479.7,-0.8,243.003,63.81,,,,,
T,42.790864594,-105.435874751,1474.0,-1.5,243.388,384.60,,,,,
T,42.797208773,-105.435918840,1477.2,0.5,244.093,704.78,,,,,
T,42.798065990,-105.436077174,1477.3,0.1,244.189,96.10,,,,,
T,42.799602728,-105.437123654,1477.9,0.3,244.380,190.98,,,,,
T,42.800038923,-105.437640985,1478.3,0.6,244.444,64.34,,,,,
T,42.805108633,-105.444653956,1482.2,0.5,245.248,803.92,,,,,
T,42.806322668,-105.446328996,1482.2,0.0,245.440,192.25,,,,,
T,42.806728687,-105.446886392,1482.3,0.1,245.505,64.13,,,,,
T,42.808962045,-105.449960455,1483.4,0.3,245.858,353.24,,,,,
T,42.810989208,-105.452744169,1487.6,1.3,246.178,320.24,,,,,
T,42.813831512,-105.456649130,1490.1,0.6,246.627,449.11,,,,,
T,42.817886593,-105.462208008,1492.1,0.3,247.267,640.01,,,,,
T,42.818491766,-105.463041170,1493.1,1.0,247.363,95.72,,,,,
T,42.819713009,-105.464707492,1494.4,0.7,247.555,192.29,,,,,
T,42.822355405,-105.468326798,1496.0,0.4,247.972,416.86,,,,,
T,42.823350336,-105.469727749,1500.9,3.1,248.131,159.19,,,,,
T,42.824221132,-105.471272785,1505.1,2.6,248.290,159.12,,,,,
T,42.824953794,-105.472957967,1506.0,0.6,248.450,160.04,,,,,
T,42.825087653,-105.473307744,1505.7,-0.7,248.483,32.24,,,,,
T,42.826174786,-105.476081148,1507.2,0.6,248.740,256.94,,,,,
T,42.826848188,-105.477795331,1516.6,5.9,248.898,158.88,,,,,
T,42.827250604,-105.478826137,1513.7,-3.0,248.994,95.41,,,,,
T,42.827521004,-105.479516471,1515.3,2.4,249.058,63.94,,,,,
T,42.827790566,-105.480208397,1518.3,4.7,249.122,64.01,,,,,
T,42.827926269,-105.480553983,1520.8,8.0,249.154,32.03,,,,,
T,42.828336228,-105.481596775,1524.4,3.7,249.250,96.67,,,,,
T,42.829590412,-105.484722722,1519.2,-1.8,249.542,291.11,,,,,
T,42.829932813,-105.485356059,1517.5,-2.6,249.606,64.25,,,,,
T,42.830560282,-105.486165332,1509.7,-8.1,249.702,96.11,,,,,
T,42.831048360,-105.486590043,1506.6,-4.9,249.766,64.39,,,,,
T,42.831577594,-105.486906963,1504.0,-4.0,249.831,64.25,,,,,
T,42.832697080,-105.487247352,1501.5,-2.0,249.958,127.44,,,,,
T,42.837588508,-105.487657310,1494.9,-1.2,250.502,544.42,,,,,
T,42.837876510,-105.487680947,1494.5,-1.3,250.534,32.05,,,,,
T,42.840466350,-105.487900888,1502.0,2.6,250.823,288.27,,,,,
T,42.840753598,-105.487927124,1503.4,4.2,250.855,31.98,,,,,
T,42.843944673,-105.488209510,1496.3,-2.0,251.210,355.25,,,,,
T,42.844810942,-105.488290144,1492.6,-3.9,251.306,96.46,,,,,
T,42.845384600,-105.488344207,1490.9,-2.5,251.370,63.88,,,,,
T,42.846244331,-105.488430792,1488.8,-2.3,251.466,95.77,,,,,
T,42.847375972,-105.488695828,1486.0,-2.1,251.594,127.57,,,,,
T,42.849267432,-105.489563607,1482.6,-1.6,251.815,221.77,,,,,
T,42.849776382,-105.489820093,1482.2,-0.6,251.876,60.30,,,,,
T,42.851494336,-105.490688207,1482.0,-0.1,252.079,203.61,,,,,
T,42.852460519,-105.491180895,1481.4,-0.6,252.194,114.64,,,,,
T,42.853153115,-105.491521368,1482.6,1.6,252.276,81.82,,,,,
T,42.853160240,-105.491530588,1482.6,-4.0,252.277,1.09,,,,,
T,42.853118246,-105.491510304,1482.6,0.4,252.282,4.95,,,,,
T,42.853125706,-105.491516087,1482.6,-2.1,252.283,0.95,,,,,
T,42.853161162,-105.491533438,1482.6,-0.1,252.287,4.19,,,,,
T,42.853460731,-105.491680121,1484.6,5.7,252.322,35.37,,,,,
T,42.854430853,-105.492175408,1488.6,3.5,252.437,115.12,,,,,
T,42.855747398,-105.493007479,1490.0,0.9,252.599,161.29,,,,,
T,42.856421722,-105.493543334,1491.1,1.3,252.686,86.77,,,,,
T,42.856598077,-105.493694460,1491.5,1.4,252.709,23.16,,,,,
T,42.857324705,-105.494388649,1493.3,1.9,252.807,98.67,,,,,
T,42.857887382,-105.495004300,1494.1,0.9,252.888,80.24,,,,,
T,42.859420432,-105.497099273,1493.2,-0.4,253.129,241.49,,,,,
T,42.860133480,-105.498359995,1488.7,-3.4,253.259,129.96,,,,,
T,42.861774489,-105.501566073,1495.4,2.1,253.578,319.19,,,,,
T,42.861939026,-105.501885507,1496.6,3.9,253.610,31.87,,,,,
T,42.862623408,-105.503144553,1502.1,4.3,253.738,127.93,,,,,
T,42.862981986,-105.503758946,1503.7,2.4,253.802,64.09,,,,,
T,42.864063503,-105.505606988,1507.9,2.2,253.995,192.99,,,,,
T,42.864243714,-105.505915778,1508.8,2.7,254.027,32.21,,,,,
T,42.865146026,-105.507450169,1511.1,1.5,254.188,160.53,,,,,
T,42.866006177,-105.509014735,1515.3,2.6,254.348,159.62,,,,,
T,42.866426781,-105.510038752,1515.0,-0.3,254.443,95.84,,,,,
T,42.866885522,-105.511486307,1518.4,2.6,254.572,128.80,,,,,
T,42.867979025,-105.515110893,1524.0,1.8,254.892,320.13,,,,,
T,42.868367359,-105.516159302,1524.5,0.5,254.988,95.92,,,,,
T,42.869229103,-105.517732585,1529.4,3.1,255.148,160.29,,,,,
T,42.869645851,-105.518273888,1531.0,2.4,255.213,64.03,,,,,
T,42.870334927,-105.518983919,1532.3,1.4,255.309,96.05,,,,,
T,42.871286357,-105.519867959,1536.4,3.2,255.437,128.02,,,,,
T,42.871999573,-105.520532727,1540.8,4.6,255.533,96.06,,,,,
T,42.872956283,-105.521419114,1541.6,0.6,255.661,128.61,,,,,
T,42.874883031,-105.523206890,1537.4,-1.6,255.920,259.14,,,,,
T,42.875122335,-105.523430435,1536.8,-1.8,255.953,32.25,,,,,
T,42.875836222,-105.524098054,1534.6,-2.2,256.049,96.25,,,,,
T,42.880583229,-105.528527219,1532.8,-0.3,256.688,639.57,,,,,
T,42.881299797,-105.529201292,1531.7,-1.2,256.785,96.80,,,,,
T,42.882019719,-105.529874777,1529.5,-2.2,256.882,97.08,,,,,
T,42.882974586,-105.530766360,1527.7,-1.4,257.011,128.68,,,,,
T,42.883448834,-105.531210769,1526.6,-1.8,257.075,63.98,,,,,
T,42.886053342,-105.533649651,1524.3,-0.7,257.426,351.30,,,,,
T,42.889493527,-105.537202573,1527.0,0.6,257.906,479.89,,,,,
T,42.890846618,-105.538653647,1529.6,1.4,258.098,191.43,,,,,
T,42.891071672,-105.538896387,1529.9,1.1,258.130,31.91,,,,,
T,42.891746163,-105.539624356,1530.6,0.7,258.225,95.66,,,,,
T,42.892876714,-105.540831266,1538.0,4.7,258.385,159.66,,,,,
T,42.894931706,-105.543041322,1531.2,-2.3,258.676,291.04,,,,,
T,42.895840807,-105.544024939,1529.4,-1.4,258.805,129.05,,,,,
T,42.897866461,-105.546197025,1530.3,0.3,259.092,286.55,,,,,
T,42.903070534,-105.551794376,1531.8,0.2,259.829,737.03,,,,,
T,42.906090114,-105.555435894,1534.1,0.5,260.277,448.29,,,,,
T,42.908395808,-105.558407614,1533.4,-0.2,260.630,352.85,,,,,
T,42.913246835,-105.564648192,1535.7,0.3,261.371,741.69,,,,,
